inscricao;deferimento;renda_mensal
97176;1;761.5
97178;0;2257.755
97180;1;663.5
97181;0;729.86
97183;1;340.56333333333333
97201;1;1069.3999999999999
97204;1;575.6666666666666
97205;1;473.6433333333334
97208;0;742.3333333333334
97210;1;125.0
97211;1;180.0
97214;1;418.0
97215;1;349.03999999999996
97216;1;1276.0
97217;1;589.7175
97218;1;575.6899999999999
97222;1;500.0
97226;1;423.0
97228;1;600.0
97232;1;259.0
97233;1;447.0
97236;1;950.0
97238;1;1352.005
97244;1;637.6666666666666
97246;0;0.0
97248;1;1049.21
97249;1;1019.615
97250;0;972.25
97253;1;1385.0
97254;1;910.716
97256;1;1113.0566666666666
97257;1;666.6666666666666
97259;1;660.1333333333333
97260;1;357.75
97264;1;711.88
97265;1;775.32
97266;1;410.3833333333334
97269;1;318.0
97270;0;43.75
97272;1;0.0
97273;1;83.33333333333333
97275;1;675.8825
97276;0;750.0
97278;1;769.3333333333334
97279;1;1000.0
97281;1;1237.02
97282;1;438.65
97284;1;651.6666666666666
97286;0;690.5
97289;1;200.0
97290;1;477.0
97291;1;301.03
97293;1;240.11599999999999
97297;1;248.865
97299;1;83.0
97300;0;150.8775
97301;1;600.005
97305;1;483.5
97306;0;930.0
97309;1;527.52
97312;1;1135.935
97316;0;898.0
97317;1;575.005
97318;1;687.8733333333333
97319;1;500.0
97320;1;1179.1799999999998
97323;1;400.005
97324;0;500.0
97327;1;0.0
97328;0;1489.69
97332;1;318.0
97333;1;1030.4360000000001
97335;1;1154.0
97336;1;625.0
97337;1;1050.8166666666668
97338;1;200.0
97339;0;1477.14
97340;0;343.3333333333333
97343;0;512.6666666666666
97344;1;544.965
97345;1;135.0
97347;0;1439.3333333333333
97348;1;1229.09
97349;1;238.5025
97350;1;257.4
97351;1;530.0
97353;1;464.33666666666664
97354;0;893.5
97356;0;497.53600000000006
97357;1;600.0
97358;1;318.0
97360;1;1314.85
97362;0;1407.1125000000002
97363;1;558.0
97364;0;455.0
97365;1;633.535
97366;1;0.0
97367;1;666.6666666666666
97368;1;1269.755
97370;1;1195.6733333333334
97371;1;650.0
97372;0;429.3
97373;0;532.5
97375;1;463.5
97376;1;450.0
97377;0;477.0
97378;0;381.6666666666667
97379;1;419.0
97380;0;2668.9
97383;1;238.5075
97384;0;475.0
97385;1;569.5450000000001
97386;0;384.6666666666667
97388;1;901.6950000000002
97389;1;750.005
97390;1;1300.0
97391;1;1019.79
97392;1;477.5
97394;1;717.465
97395;1;118.74249999999999
97398;1;285.005
97401;1;233.33666666666667
97404;1;581.6666666666666
97405;1;725.0
97406;1;0.0
97407;1;258.0
97408;1;580.0
97410;1;140.0
97411;1;97.5
97412;1;1180.0
97413;1;500.0
97414;1;987.5
97416;1;666.6666666666666
97417;0;1078.8525
97420;1;532.4466666666666
97424;1;850.0
97426;0;312.5
97427;1;800.0
97428;1;500.0
97431;1;150.0
97432;0;863.0066666666667
97434;1;578.1133333333333
97437;1;318.0
97439;1;0.0
97440;1;727.4649999999999
97441;1;451.25
97442;0;1687.8025000000002
97444;1;662.9175
97445;0;636.0
97447;1;440.69
97449;1;446.3333333333333
97451;0;0.0
97453;0;450.0
97454;1;0.0
97455;1;580.0
97456;0;1311.7066666666667
97457;1;375.0
97458;1;685.2633333333333
97459;0;400.0
97460;1;0.005
97461;1;318.0
97462;1;953.18
97463;0;549.6733333333333
97464;1;1023.4066666666668
97465;0;1900.0
97466;1;470.565
97467;1;475.0
97468;1;627.0
97469;1;403.71000000000004
97470;1;923.9699999999999
97471;1;468.5
97472;1;600.0
97473;1;1022.0
97474;1;230.33333333333334
97475;1;602.4100000000001
97476;0;480.0
97477;1;600.0
97479;1;233.33333333333334
97481;1;1346.5266666666666
97482;0;318.0
97483;0;500.0
97484;0;500.0
97486;0;0.0
97487;1;692.2566666666667
97488;1;700.3333333333334
97489;1;833.3333333333334
97490;1;600.0
97491;0;1065.0
97493;1;717.37
97494;1;477.0
97495;1;636.0
97496;1;318.00666666666666
97497;1;954.0
97498;1;728.46
97499;0;817.49
97500;1;477.0
97502;1;1344.026
97503;1;961.015
97505;0;527.6033333333334
97510;0;616.6666666666666
97511;0;1000.0
97512;1;503.22333333333336
97513;1;355.0
97515;1;600.0
97517;0;770.0
97519;1;1184.08
97520;1;187.4
97521;1;238.5
97522;1;588.8275000000001
97523;1;100.0
97526;0;458.3333333333333
97527;1;725.0025
97528;1;264.1525
97529;1;266.25
97530;1;727.0
97531;1;339.226
97532;1;1119.0
97533;1;317.92
97534;1;335.5
97536;1;333.3333333333333
97537;1;633.96
97539;1;477.005
97540;1;510.8425
97541;1;500.005
97543;0;318.0
97544;1;492.325
97545;1;215.0
97546;1;949.895
97547;1;1000.0
97549;1;670.0
97550;1;250.0
97551;1;425.0
97552;1;1204.88
97555;1;0.0
97556;1;833.3333333333334
97557;1;636.0
97558;1;688.875
97560;1;316.31333333333333
97561;1;477.0
97564;1;849.25
97565;0;0.0
97566;1;492.6666666666667
97567;0;468.35166666666663
97569;1;669.3333333333334
97570;1;530.0
97572;1;791.315
97573;1;678.3333333333334
97575;1;311.9
97576;1;348.066
97579;1;477.0
97581;1;477.15
97584;1;417.0
97586;1;610.505
97587;1;976.6400000000001
97588;1;671.6666666666666
97589;1;1318.0
97590;1;1369.3966666666668
97593;1;485.0
97594;0;577.25
97595;1;901.2774999999999
97596;1;344.9266666666667
97597;0;300.0
97598;0;333.3333333333333
97599;1;1133.5
97600;1;355.00333333333333
97601;1;534.2275
97602;1;533.8350000000002
97603;0;890.2283333333334
97604;0;569.0825
97606;0;996.6666666666666
97608;1;627.1225
97609;1;658.5699999999999
97612;1;704.6666666666666
97613;1;1182.8
97615;0;1124.25
97617;1;650.0033333333333
97619;1;750.0
97621;1;318.0
97622;1;954.0
97623;1;1116.9750000000001
97624;1;1116.9750000000001
97625;1;276.6666666666667
97626;0;318.0
97627;1;591.1666666666666
97632;1;450.0
97633;1;1036.4466666666667
97634;0;212.5
97635;1;850.0
97637;1;687.75
97638;1;1369.3
97639;1;417.6
97640;1;238.5
97642;1;578.75
97643;1;950.41
97644;1;739.6666666666666
97645;1;1161.4924999999998
97648;1;954.0
97650;1;1141.41
97651;1;0.0
97654;1;1299.5
97655;0;673.9066666666666
97656;0;1077.3333333333333
97657;1;250.0075
97658;1;868.25
97660;0;857.3333333333334
97662;0;700.0
97664;1;377.53999999999996
97665;0;345.75
97666;0;0.0
97667;0;992.0
97668;0;0.01
97669;1;542.4
97670;1;477.005
97672;0;673.9066666666666
97673;1;787.5
97674;1;677.27
97675;1;318.0
97677;1;574.392
97678;1;572.4
97680;1;1369.9966666666667
97682;0;1050.0
97685;0;940.73
97688;0;1402.565
97692;1;300.0
97693;1;540.69
97697;1;333.3333333333333
97698;1;954.0
97699;1;974.3733333333333
97700;1;0.0
97701;1;586.53
97702;1;433.3333333333333
97703;0;1165.2
97704;1;950.0
97705;0;477.0
97706;1;614.7657142857142
97708;1;194.4
97710;0;1346.925
97711;1;0.0
97712;1;1298.778
97716;1;493.11
97718;1;564.0066666666667
97719;1;401.75
97722;1;600.0
97723;1;421.66499999999996
97724;1;498.5540000000001
97725;0;382.5
97728;1;1225.0
97729;1;225.25
97731;1;1160.2633333333333
97733;0;1576.804285714286
97734;0;840.2133333333333
97735;1;1038.1875
97736;1;430.0
97739;0;300.0
97740;1;250.0
97741;1;338.1875
97743;1;505.63000000000005
97745;1;988.5025
97746;1;1000.0
97747;0;424.6666666666667
97748;1;425.3533333333333
97750;1;625.0
97751;1;1000.0
97752;1;525.0375
97753;1;0.0
97754;1;625.0
97755;0;581.0799999999999
97756;1;636.0
97757;0;1250.0
97760;1;810.145
97761;1;150.0075
97762;0;1200.0
97764;1;685.0
97765;1;477.005
97766;1;500.5
97767;1;564.8266666666667
97768;1;1304.54
97769;0;0.0
97771;1;1313.6575
97772;1;282.0
97773;0;1378.3333333333333
97774;0;700.37
97775;0;1300.0
97777;1;857.2966666666667
97779;1;920.0
97782;1;3486.3925
97786;1;446.5
97787;1;904.0
97788;0;1250.0
97790;1;545.75
97791;0;800.0
97793;1;600.0
97795;0;1094.8700000000001
97796;1;799.3625
97803;1;355.0
97804;1;486.084
97805;1;400.0
97806;1;1000.0
97807;1;607.9699999999999
97808;0;1390.955
97816;0;900.0
97817;1;955.0
97818;1;988.0
97820;1;1255.9275
97823;0;619.4200000000001
97824;1;494.5
97825;0;520.0
97826;1;477.0
97827;0;802.6666666666666
97829;1;666.6733333333333
97831;0;1076.3274999999999
97832;0;1207.0
97833;0;400.0
97834;1;318.00666666666666
97836;1;381.6
97837;1;333.3333333333333
97840;1;680.0959999999999
97841;0;1325.0
97842;0;1247.015
97844;0;902.558
97845;1;242.8
97848;1;175.0
97850;1;584.67
97851;1;318.0
97855;1;919.0466666666666
97856;1;340.0
97857;0;1875.0
97858;1;541.0425
97859;0;239.5
97863;1;650.0
97864;0;508.8
97865;0;318.0
97867;1;500.0
97870;0;0.0
97872;0;1300.0
97874;0;770.4575
97875;1;774.4066666666668
97878;1;369.4216666666666
97881;1;562.5075000000002
97884;1;451.3333333333333
97885;1;316.25
97886;0;342.66499999999996
97889;1;954.0
97891;1;328.06666666666666
97895;0;770.4575
97898;1;1400.0
97901;1;873.86
97903;1;1388.0
97907;0;775.0
97908;1;954.005
97914;0;775.0
97915;0;300.0
97917;1;1060.58
97920;0;330.004
97921;0;220.00799999999998
97924;0;0.0
97927;1;583.4933333333333
97928;1;457.54333333333335
97929;1;946.46
97933;1;895.2166666666667
97935;1;905.6
97938;0;266.6666666666667
97940;0;833.3333333333334
97942;1;283.3333333333333
97944;1;609.25
97945;1;1380.0
97947;1;103.33333333333333
97948;0;453.1933333333333
97951;1;691.6574999999999
97958;1;737.0
97965;1;242.28571428571428
97967;0;1250.0
97969;0;906.0
97970;0;663.75
97971;0;0.0
97973;1;1195.5566666666666
97980;1;300.0
97981;1;478.005
97989;1;125.2525
97991;1;341.53999999999996
97993;1;500.00666666666666
97995;1;125.0
97996;1;750.005
97997;1;401.5571428571428
97998;1;430.742
98002;1;318.0
98003;1;0.01
98021;1;623.0216666666669
98041;1;1.0
