INSCRICAO;LABEL;RENDA_MEDIA
89372;s;740.6666666666666
89373;s;454.6666666666667
89376;s;1175.0
89385;s;780.25
89389;s;600.0
89393;s;337.5
89394;s;600.0
89397;s;666.6666666666666
89406;s;1037.5166666666667
89410;s;1000.0
89413;s;971.41
89414;s;682.115
89421;s;669.3333333333334
89423;s;855.4566666666666
89425;s;1000.0
89427;s;382.05
89430;s;432.6
89442;s;585.105
89443;s;559.72
89444;s;1064.1575
89445;s;1312.3333333333333
89447;s;353.0
89448;s;389.0
89450;s;667.15
89453;s;631.0600000000001
89459;s;665.4133333333333
89463;s;925.0
89467;s;468.225
89478;s;1317.2
89487;s;312.3333333333333
89502;s;85.2
89504;s;220.0
89505;s;1349.9775
89507;s;470.4266666666667
89508;s;715.0
89509;s;668.5
89512;s;954.0
89514;s;874.9975000000002
89515;s;312.34
89519;s;1046.4
89521;s;1155.2224999999999
89522;s;266.6666666666667
89525;s;474.465
89526;s;580.75
89529;s;666.0
89531;s;767.1566666666668
89534;s;717.3333333333334
89539;s;833.25
89541;s;837.5
89547;s;380.0
89548;s;318.00666666666666
89559;s;1007.0
89562;s;477.0
89565;s;561.6666666666666
89568;s;190.8
89575;s;820.6
89581;s;638.216
89582;s;623.3333333333334
89583;s;954.0
89586;s;536.5
89588;s;626.0
89589;s;900.0
89590;s;316.2
89592;s;855.0033333333334
89593;s;324.0
89597;s;1064.525
89598;s;500.0
89612;s;875.7966666666667
89614;s;550.0
89615;s;318.0
89619;s;333.71714285714285
89625;s;1071.1833333333334
89638;s;544.6666666666666
89639;s;740.75
89645;s;814.46
89647;s;1225.2933333333333
89659;s;378.38166666666666
89660;s;850.0
89661;s;1055.5533333333333
89673;s;450.0
89674;s;1323.39
89678;s;420.65000000000003
89681;s;1128.5
89682;s;1292.82
89683;s;835.58
89684;s;800.0
89688;s;369.0
89692;s;265.0
89693;s;1073.0
89694;s;659.0
89697;s;613.11
89700;s;268.75
89709;s;432.5
89711;s;556.6666666666666
89712;s;1366.2033333333336
89715;s;877.3333333333334
89719;s;1408.8100000000002
89723;s;237.5
89727;s;487.5
89731;s;1186.9
89732;s;1138.7325
89743;s;521.8775
89747;s;328.62
89761;s;980.182
89762;s;465.5
89767;s;1285.0
89776;s;775.6800000000001
89782;s;1100.0
89785;s;477.0
89793;s;1239.3016666666667
89799;s;305.3933333333333
89804;s;650.0
89806;s;667.0
89807;s;1038.775
89809;s;329.026
89810;s;1271.3333333333333
89813;s;212.5
89818;s;548.0
89821;s;425.63000000000005
89826;s;0.0
89828;s;653.75
89832;s;1150.7
89833;s;584.6666666666666
89844;s;530.9159999999999
89848;s;838.2275
89853;s;1129.0
89855;s;569.3333333333334
89859;s;883.9000000000001
89864;s;583.3333333333334
89865;s;590.365
89868;s;350.44666666666666
89870;s;563.5
89879;s;375.6175
89883;s;1298.295
89896;s;375.005
89897;s;500.0
89901;s;767.56
89902;s;861.8979999999999
89905;s;712.5
89909;s;529.99
89918;s;773.5
89920;s;702.7525
89925;s;50.0
89926;s;350.0
89929;s;484.25
89939;s;878.8433333333332
89941;s;965.0
89947;s;566.6666666666666
89953;s;381.6
89956;s;318.0
89957;s;0.0
89962;s;300.0
89965;s;830.8525
89970;s;477.2
89977;s;0.0
89981;s;1019.205
89991;s;425.0
89995;s;375.0
89996;s;318.0
89997;s;916.8575
90000;s;621.985
90001;s;260.0
90004;s;1020.0
90007;s;423.75
90010;s;481.85
90011;s;477.0
90014;s;539.25
90016;s;477.0
90025;s;492.6666666666667
90033;s;409.0
90036;s;704.52
90039;s;250.0
90042;s;210.415
90043;s;613.77
90045;s;437.0
90049;s;1206.1933333333334
90051;s;742.6666666666666
90053;s;400.0
90057;s;885.7975
90059;s;730.8
90063;s;948.7075
90068;s;427.812
90074;s;1034.35
90085;s;424.3333333333333
90091;s;583.4024999999999
90092;s;433.3333333333333
90095;s;436.31
90104;s;454.555
90106;s;400.0
90111;s;1068.5366666666666
90116;s;500.0
90117;s;1028.9733333333334
90121;s;162.33333333333334
90122;s;1360.8833333333334
90127;s;1212.9633333333334
90128;s;323.9925
90132;s;75.0
90137;s;703.75
90138;s;333.3333333333333
90139;s;640.0
90141;s;625.2
90149;s;372.33
90150;s;437.6025
90158;s;218.898
90162;s;636.0
90167;s;1378.325
90170;s;858.7199999999999
90175;s;471.1025
90176;s;890.0
90186;s;739.3520000000001
90187;s;600.0
90188;s;744.35
90190;s;352.0
90193;s;306.0
90202;s;528.3333333333334
90208;s;476.3333333333333
90211;s;673.2775
90212;s;312.3333333333333
90214;s;500.0
90216;s;273.25
90218;s;348.6666666666667
90226;s;600.0
90230;s;127.2
90231;s;462.0
90232;s;416.5
90233;s;431.365
90234;s;733.3333333333334
90243;s;1199.3799999999999
90244;s;630.0
90245;s;400.0
90247;s;475.0
90259;s;407.0
90262;s;312.3333333333333
90263;s;393.625
90266;s;1290.67
90267;s;880.6666666666666
90273;s;312.3333333333333
90275;s;283.3333333333333
90276;s;450.5225
90280;s;192.8
90290;s;160.83333333333334
90291;s;752.8425
90296;s;703.5
90297;s;655.89
90298;s;400.0
90300;s;678.88
90306;s;875.0
90315;s;337.0
90319;s;881.4
90320;s;310.0
90321;s;300.0
90324;s;950.0
90334;s;476.0
90338;s;350.0
90346;s;636.0
90361;s;636.0
90362;s;636.0
90364;s;680.11
90365;s;570.0
90377;s;473.628
90579;s;300.0
91576;s;1125.0
92853;s;351.956
93017;s;660.0033333333333
93023;s;312.67333333333335
93175;s;833.3400000000001
93218;s;349.3333333333333
93679;s;666.6666666666666
93732;s;436.00600000000014
94025;s;300.0
94388;s;296.2
94615;s;550.0
95256;s;1090.0
95295;s;1139.575
95466;s;854.325
95501;s;636.0
95538;s;560.0
95541;s;477.005
95545;s;350.0
95551;s;466.6666666666667
95566;s;625.0
95586;s;0.0
95598;s;233.34
95609;s;700.0
95615;s;413.6666666666667
95617;s;500.0
95625;s;534.25
95654;s;559.44
95685;s;238.5
95687;s;492.5
95696;s;264.8333333333333
95699;s;604.8475
95702;s;400.0
95704;s;468.5
95707;s;612.3333333333334
95712;s;450.0
95721;s;534.5
95723;s;0.0
95728;s;482.5
95734;s;477.0
95751;s;300.0
95752;s;225.0
95757;s;424.53
95765;s;960.0
95770;s;622.5
95777;s;352.0
95778;s;616.5625
95783;s;375.0
95787;s;760.0
95791;s;251.25
95793;s;1065.0
95800;s;723.5975
95803;s;333.3333333333333
95806;s;360.0
95809;s;1657.6225
95810;s;375.0
95811;s;214.22
95817;s;543.0833333333334
95819;s;0.0
95822;s;0.0
95823;s;477.0
95843;s;163.5
95847;s;613.5
95848;s;395.0
95850;s;266.6666666666667
95854;s;687.64
95856;s;518.0
95858;s;250.0
95859;s;500.0
95860;s;575.0
95862;s;813.0
95864;s;590.8
95866;s;0.0
95869;s;873.0
95870;s;318.0
95872;s;0.0
95875;s;250.0
95886;s;1214.7450000000001
95894;s;1104.495
95899;s;325.0
95902;s;422.01
95906;s;333.3333333333333
95911;s;1123.5
95914;s;0.0
95916;s;655.0
95918;s;450.0
95926;s;200.0075
95928;s;925.0
95930;s;366.6666666666667
95933;s;0.0
95940;s;1133.3333333333333
95942;s;371.0
95946;s;538.5
95948;s;499.75
95955;s;234.25
95961;s;366.6666666666667
95967;s;460.0
95970;s;477.0
95981;s;220.13
95982;s;389.875
95988;s;400.0
95997;s;784.25
95999;s;237.5
96002;s;636.0
96012;s;950.0
96013;s;800.0
96015;s;477.0
96016;s;475.0
96021;s;400.0
96037;s;213.0
96038;s;363.5
96039;s;849.0
96049;s;375.0
96052;s;300.0
96059;s;917.3333333333334
96060;s;375.0
96064;s;701.3333333333334
96065;s;238.75
96080;s;636.0
96086;s;883.9866666666667
96098;s;297.25
96099;s;300.0
96100;s;875.0
96114;s;363.5
96115;s;438.53599999999994
96120;s;550.0
96127;s;732.0
96135;s;592.5
96137;s;395.0
96141;s;650.0
96148;s;238.5
96159;s;588.8133333333334
96171;s;830.0
96173;s;825.0
96174;s;700.0
96176;s;318.0
96195;s;250.0
96237;s;300.0
96243;s;794.0
96244;s;600.0
96245;s;214.0
96307;s;477.83
96309;s;900.0
96310;s;420.7266666666667
96317;s;769.885
96318;s;238.5
96320;s;1000.0075
96322;s;1250.0
96324;s;546.81
96327;s;535.9
96328;s;450.0
96331;s;764.0
96332;s;547.825
96333;s;757.5
96334;s;670.404
96335;s;865.35
96337;s;1178.865
96338;s;505.855
96339;s;995.0
96341;s;1230.71
96345;s;38.160000000000004
96347;s;1005.9933333333333
96353;s;159.00666666666666
96354;s;556.6666666666666
96356;s;468.5
96358;s;638.6075000000001
96360;s;666.6666666666666
96361;s;600.0
96362;s;671.0
96367;s;783.2633333333333
96368;s;566.6666666666666
96369;s;83.33333333333333
96371;s;1048.5
96374;s;595.336
96375;s;1400.0
96376;s;715.5
96378;s;483.0
96380;s;500.0
96383;s;507.366
96385;s;420.0
96390;s;318.0
96395;s;426.40333333333336
96396;s;0.0
96397;s;802.5
96398;s;721.4866666666667
96399;s;238.5
96402;s;500.0
96405;s;191.4
96407;s;315.0
96408;s;600.0
96409;s;477.74
96411;s;600.0
96412;s;318.0
96413;s;942.0
96417;s;533.3333333333334
96418;s;233.33333333333334
96419;s;200.0
96420;s;266.6666666666667
96424;s;715.5
96427;s;252.2825
96428;s;1030.1999999999998
96429;s;612.0
96431;s;730.0
96432;s;821.97
96433;s;600.0
96436;s;600.005
96441;s;750.005
96442;s;458.5
96443;s;600.0
96444;s;925.0
96445;s;522.6666666666666
96446;s;1247.3999999999999
96448;s;615.4
96449;s;700.744
96451;s;925.0
96458;s;1131.315
96459;s;669.02
96460;s;1351.8
96461;s;350.0
96462;s;658.725
96471;s;1150.0
96472;s;695.0
96473;s;450.0
96479;s;1100.0
96481;s;954.0
96482;s;512.4233333333333
96485;s;398.33599999999996
96486;s;900.0033333333334
96488;s;624.0
96492;s;584.6666666666666
96501;s;1265.0
96506;s;308.75
96508;s;387.0
96511;s;242.5
96513;s;373.3333333333333
96514;s;1117.8
96515;s;1211.5
96516;s;1000.0
96520;s;435.96000000000004
96523;s;869.0
96527;s;600.0
96529;s;1312.935
96530;s;200.0
96532;s;450.0
96533;s;318.0
96536;s;318.0
96537;s;954.0
96538;s;650.0
96540;s;1202.41
96541;s;619.0
96543;s;342.3333333333333
96544;s;1000.0
96547;s;530.0
96548;s;1065.0
96550;s;1216.54
96551;s;1101.5
96552;s;925.2166666666667
96558;s;561.805
96559;s;896.0
96560;s;0.0
96563;s;468.5
96567;s;237.5
96570;s;675.065
96571;s;1214.7166666666667
96576;s;1040.0040000000001
96579;s;677.0
96580;s;863.5
96581;s;280.0
96585;s;544.25
96586;s;789.025
96592;s;388.505
96593;s;407.5
96595;s;646.8433333333334
96598;s;286.2
96600;s;623.83
96601;s;1402.57
96605;s;926.0
96610;s;487.5
96615;s;400.0
96617;s;255.0
96622;s;603.275
96624;s;661.5
96625;s;636.0
96627;s;411.226
96631;s;903.75
96632;s;967.2425000000001
96633;s;200.0
96634;s;1135.4833333333333
96635;s;718.215
96637;s;190.0
96639;s;667.3333333333334
96642;s;790.7325000000001
96643;s;318.0
96644;s;233.33333333333334
96651;s;0.0
96654;s;500.0
96658;s;800.005
96659;s;800.0
96663;s;1072.625
96669;s;403.57
96673;s;569.1383333333333
96674;s;617.0
96677;s;544.9933333333333
96678;s;400.0
96679;s;711.99
96682;s;130.0
96683;s;942.955
96685;s;1127.365
96686;s;350.0
96688;s;519.35
96689;s;807.155
96691;s;238.5
96694;s;465.0
96698;s;387.8333333333333
96701;s;592.5
96702;s;770.758
96716;s;313.3333333333333
96719;s;894.0066666666667
96724;s;526.75
96727;s;663.1775
96728;s;362.5
96731;s;477.0
96732;s;680.7025
96738;s;680.0
96744;s;600.0
96745;s;425.0
96747;s;300.0
96749;s;818.1100000000001
96755;s;896.13
96756;s;575.0
96758;s;451.7966666666667
96761;s;200.0075
96764;s;1173.0
96768;s;636.0
96770;s;550.0
96773;s;732.5
96774;s;500.0
96775;s;733.3333333333334
96776;s;312.3333333333333
96780;s;989.6525
96781;s;354.6033333333333
96784;s;250.0
96787;s;735.0
96791;s;137.66666666666666
96793;s;450.1675
96794;s;667.3333333333334
96798;s;750.0
96801;s;984.5966666666667
96802;s;477.0
96806;s;500.005
96807;s;588.53
96808;s;750.0
96809;s;603.285
96810;s;390.3333333333333
96811;s;477.0
96813;s;500.005
96815;s;1080.5833333333333
96817;s;893.7533333333334
96818;s;400.0
96821;s;381.6
96825;s;855.57
96826;s;318.0
96827;s;245.0
96828;s;0.0
96830;s;0.0
96831;s;866.6666666666666
96833;s;875.0
96834;s;1165.1499999999999
96836;s;853.6
96838;s;782.7025
96842;s;420.0
96843;s;333.34
96844;s;738.9333333333334
96845;s;434.0
96848;s;804.64
96851;s;800.0
96854;s;667.9133333333333
96855;s;1152.81
96856;s;348.3666666666666
96858;s;577.7975
96863;s;943.2366666666667
96864;s;1336.01
96867;s;700.0
96868;s;903.9166666666666
96869;s;937.0
96872;s;450.0
96874;s;464.935
96879;s;743.3333333333334
96882;s;200.0
96883;s;925.4100000000001
96885;s;675.0
96886;s;314.486
96887;s;954.0
96888;s;753.394
96892;s;633.3333333333334
96894;s;355.0
96895;s;1251.484
96896;s;162.5
96900;s;951.59
96904;s;692.5
96906;s;687.905
96909;s;1077.67
96910;s;1007.4533333333334
96911;s;150.0
96912;s;569.3333333333334
96914;s;723.6575
96915;s;625.0075
96916;s;916.9466666666667
96917;s;318.0
96919;s;718.005
96920;s;551.7125
96921;s;994.6666666666666
96922;s;720.7625
96923;s;892.7025000000001
96927;s;628.615
96929;s;789.1675
96936;s;779.442
96937;s;1345.72
96938;s;800.0
96940;s;250.0
96943;s;0.0
96945;s;788.075
96947;s;900.0
96949;s;778.0966666666667
96951;s;159.0
96952;s;952.5
96953;s;609.375
96956;s;688.745
96959;s;238.5
96961;s;500.0
96962;s;300.0
96963;s;872.2066666666666
96964;s;583.0
96969;s;175.0
96970;s;429.6666666666667
96972;s;871.1366666666667
96973;s;650.0
96974;s;436.2
96975;s;300.0
96976;s;500.0
96978;s;200.0
96979;s;333.3333333333333
96980;s;874.255
96982;s;543.455
96983;s;986.5
96985;s;471.7
96987;s;961.0566666666667
96988;s;250.0075
96992;s;287.0
96993;s;470.0
96999;s;1053.3333333333333
97001;s;886.3425
97002;s;704.0
97003;s;516.5
97006;s;773.24
97009;s;400.0
97010;s;796.4
97011;s;488.5
97012;s;478.16999999999996
97013;s;477.0
97015;s;445.0
97016;s;437.365
97017;s;584.6666666666666
97019;s;634.2250000000001
97022;s;366.67333333333335
97026;s;1116.6666666666667
97028;s;385.6675
97029;s;468.5
97030;s;941.315
97033;s;555.84
97035;s;150.0
97037;s;413.5
97039;s;636.0
97040;s;700.0
97042;s;1419.71
97043;s;477.0
97045;s;743.95
97050;s;657.5
97055;s;150.0
97056;s;532.505
97057;s;845.6666666666666
97058;s;477.0
97060;s;1055.6
97063;s;500.0
97064;s;318.0
97065;s;740.88
97069;s;474.6666666666667
97071;s;268.3225
97078;s;528.445
97081;s;570.0
97082;s;516.2574999999999
97084;s;684.0
97089;s;545.72
97091;s;416.6666666666667
97092;s;533.3333333333334
97094;s;965.0
97104;s;954.0
97107;s;951.3733333333333
97108;s;240.0
97109;s;818.0
97110;s;750.0
97111;s;439.5
97113;s;375.0
97115;s;918.5
97116;s;509.3
97117;s;245.0
97119;s;1200.0
97120;s;755.0
97121;s;700.0
97123;s;425.3333333333333
97131;s;200.0
97132;s;667.6666666666666
97134;s;475.0
97135;s;789.4200000000001
97136;s;333.3333333333333
97137;s;937.3366666666667
97142;s;798.57
97145;s;400.0
97146;s;678.175
97147;s;537.5
97149;s;0.0
97150;s;510.57
97151;s;224.4
97152;s;238.5
97154;s;477.0
97155;s;537.0799999999999
97156;s;325.0
97158;s;789.06
97159;s;53.333333333333336
97161;s;285.6666666666667
97162;s;400.0
97165;s;1000.0
97166;s;494.10249999999996
97170;s;495.8333333333333
97172;s;116.66666666666667
97173;s;855.5975000000001
97174;s;816.0
97175;s;604.32
97176;s;761.5
97180;s;663.5
97183;s;340.56333333333333
97201;s;1069.3999999999999
97204;s;575.6666666666666
97205;s;473.6433333333334
97210;s;125.0
97211;s;180.0
97214;s;418.0
97215;s;349.03999999999996
97216;s;1276.0
97217;s;589.7175
97218;s;575.6899999999999
97222;s;500.0
97226;s;423.0
97228;s;600.0
97232;s;259.0
97233;s;447.0
97236;s;950.0
97238;s;1352.005
97244;s;637.6666666666666
97248;s;1049.21
97249;s;1019.615
97253;s;1385.0
97254;s;910.716
97256;s;1113.0566666666666
97257;s;666.6666666666666
97259;s;660.1333333333333
97260;s;357.75
97264;s;711.88
97265;s;775.32
97266;s;410.3833333333334
97269;s;318.0
97272;s;0.0
97273;s;83.33333333333333
97275;s;675.8825
97278;s;769.3333333333334
97279;s;1000.0
97281;s;1237.02
97282;s;438.65
97284;s;651.6666666666666
97289;s;200.0
97290;s;477.0
97291;s;301.03
97293;s;240.11599999999999
97297;s;248.865
97299;s;83.0
97301;s;600.005
97305;s;483.5
97309;s;527.52
97312;s;1135.935
97317;s;575.005
97318;s;687.8733333333333
97319;s;500.0
97320;s;1179.1799999999998
97323;s;400.005
97327;s;0.0
97332;s;318.0
97333;s;1030.4360000000001
97335;s;1154.0
97336;s;625.0
97337;s;1050.8166666666668
97338;s;200.0
97344;s;544.965
97345;s;135.0
97348;s;1229.09
97349;s;238.5025
97350;s;257.4
97351;s;530.0
97353;s;464.33666666666664
97357;s;600.0
97358;s;318.0
97360;s;1314.85
97363;s;558.0
97365;s;633.535
97366;s;0.0
97367;s;666.6666666666666
97368;s;1269.755
97370;s;1195.6733333333334
97371;s;650.0
97375;s;463.5
97376;s;450.0
97379;s;419.0
97383;s;238.5075
97385;s;569.5450000000001
97388;s;901.6950000000002
97389;s;750.005
97390;s;1300.0
97391;s;1019.79
97392;s;477.5
97394;s;717.465
97395;s;118.74249999999999
97398;s;285.005
97401;s;233.33666666666667
97404;s;581.6666666666666
97405;s;725.0
97406;s;0.0
97407;s;258.0
97408;s;580.0
97410;s;140.0
97411;s;97.5
97412;s;1180.0
97413;s;500.0
97414;s;987.5
97416;s;666.6666666666666
97420;s;532.4466666666666
97424;s;850.0
97427;s;800.0
97428;s;500.0
97431;s;150.0
97434;s;578.1133333333333
97437;s;318.0
97439;s;0.0
97440;s;727.4649999999999
97441;s;451.25
97444;s;662.9175
97447;s;440.69
97449;s;446.3333333333333
97454;s;0.0
97455;s;580.0
97457;s;375.0
97458;s;685.2633333333333
97460;s;0.005
97461;s;318.0
97462;s;953.18
97464;s;1023.4066666666668
97466;s;470.565
97467;s;475.0
97468;s;627.0
97469;s;403.71000000000004
97470;s;923.9699999999999
97471;s;468.5
97472;s;600.0
97473;s;1022.0
97474;s;230.33333333333334
97475;s;602.4100000000001
97477;s;600.0
97479;s;233.33333333333334
97481;s;1346.5266666666666
97487;s;692.2566666666667
97488;s;700.3333333333334
97489;s;833.3333333333334
97490;s;600.0
97493;s;717.37
97494;s;477.0
97495;s;636.0
97496;s;318.00666666666666
97497;s;954.0
97498;s;728.46
97500;s;477.0
97502;s;1344.026
97503;s;961.015
97512;s;503.22333333333336
97513;s;355.0
97515;s;600.0
97519;s;1184.08
97520;s;187.4
97521;s;238.5
97522;s;588.8275000000001
97523;s;100.0
97527;s;725.0025
97528;s;264.1525
97529;s;266.25
97530;s;727.0
97531;s;339.226
97532;s;1119.0
97533;s;317.92
97534;s;335.5
97536;s;333.3333333333333
97537;s;633.96
97539;s;477.005
97540;s;510.8425
97541;s;500.005
97544;s;492.325
97545;s;215.0
97546;s;949.895
97547;s;1000.0
97549;s;670.0
97550;s;250.0
97551;s;425.0
97552;s;1204.88
97555;s;0.0
97556;s;833.3333333333334
97557;s;636.0
97558;s;688.875
97560;s;316.31333333333333
97561;s;477.0
97564;s;849.25
97566;s;492.6666666666667
97569;s;669.3333333333334
97570;s;530.0
97572;s;791.315
97573;s;678.3333333333334
97575;s;311.9
97576;s;348.066
97579;s;477.0
97581;s;477.15
97584;s;417.0
97586;s;610.505
97587;s;976.6400000000001
97588;s;671.6666666666666
97589;s;1318.0
97590;s;1369.3966666666668
97593;s;485.0
97595;s;901.2774999999999
97596;s;344.9266666666667
97599;s;1133.5
97600;s;355.00333333333333
97601;s;534.2275
97602;s;533.8350000000002
97608;s;627.1225
97609;s;658.5699999999999
97612;s;704.6666666666666
97613;s;1182.8
97617;s;650.0033333333333
97619;s;750.0
97621;s;318.0
97622;s;954.0
97623;s;1116.9750000000001
97624;s;1116.9750000000001
97625;s;276.6666666666667
97627;s;591.1666666666666
