id;inscricao;resultado;renda_media
1132;96791;s;137.66666666666666
1133;96793;s;450.1675
1134;96794;s;667.3333333333334
1135;96795;n;357.14285714285717
1136;96796;n;500.0
1137;96798;s;750.0
1138;96799;n;0.0
1139;96801;s;984.5966666666667
1140;96802;s;477.0
1141;96804;n;0.0
1142;96806;s;500.005
1143;96807;s;588.53
1144;96808;s;750.0
1145;96809;s;603.285
1146;96810;s;390.3333333333333
1147;96811;s;477.0
1148;96813;s;500.005
1149;96815;s;1080.5833333333333
1150;96817;s;893.7533333333334
1151;96818;s;400.0
1152;96819;n;475.2
1153;96821;s;381.6
1154;96825;s;855.57
1155;96826;s;318.0
1156;96827;s;245.0
1157;96828;s;0.0
1158;96830;s;0.0
1159;96831;s;866.6666666666666
1160;96833;s;875.0
1161;96834;s;1165.1499999999999
1162;96835;n;1333.3333333333333
1163;96836;s;853.6
1164;96838;s;782.7025
1165;96840;n;504.512
1166;96842;s;420.0
1167;96843;s;333.34
1168;96844;s;738.9333333333334
1169;96845;s;434.0
1170;96848;s;804.64
1171;96851;s;800.0
1172;96854;s;667.9133333333333
1173;96855;s;1152.81
1174;96856;s;348.3666666666666
1175;96858;s;577.7975
1176;96859;n;840.0
1177;96860;n;1200.0
1178;96863;s;943.2366666666667
1179;96864;s;1336.01
1180;96866;n;1050.0
1181;96867;s;700.0
1182;96868;s;903.9166666666666
1183;96869;s;937.0
1184;96871;n;300.0
1185;96872;s;450.0
1186;96874;s;464.935
1187;96877;n;1188.9333333333334
1188;96878;n;712.8
1189;96879;s;743.3333333333334
1190;96882;s;200.0
1191;96883;s;925.4100000000001
1192;96885;s;675.0
1193;96886;s;314.486
1194;96887;s;954.0
1195;96888;s;753.394
1196;96889;n;137.5
1197;96890;n;500.0
1198;96892;s;633.3333333333334
1199;96894;s;355.0
1200;96895;s;1251.484
1201;96896;s;162.5
1202;96900;s;951.59
1203;96904;s;692.5
1204;96906;s;687.905
1205;96909;s;1077.67
1206;96910;s;1007.4533333333334
1207;96911;s;150.0
1208;96912;s;569.3333333333334
1209;96914;s;723.6575
1210;96915;s;625.0075
1211;96916;s;916.9466666666667
1212;96917;s;318.0
1213;96919;s;718.005
1214;96920;s;551.7125
1215;96921;s;994.6666666666666
1216;96922;s;720.7625
1217;96923;s;892.7025000000001
1218;96925;n;0.0
1219;96926;n;1919.7525
1220;96927;s;628.615
1221;96929;s;789.1675
1222;96936;s;779.442
1223;96937;s;1345.72
1224;96938;s;800.0
1225;96940;s;250.0
1226;96941;n;750.0
1227;96943;s;0.0
1228;96945;s;788.075
1229;96946;n;1100.0
1230;96947;s;900.0
1231;96949;s;778.0966666666667
1232;96951;s;159.0
1233;96952;s;952.5
1234;96953;s;609.375
1235;96954;n;979.8
1236;96956;s;688.745
1237;96957;n;340.0
1238;96959;s;238.5
1239;96961;s;500.0
1240;96962;s;300.0
1241;96963;s;872.2066666666666
1242;96964;s;583.0
1243;96966;n;714.2633333333333
1244;96969;s;175.0
1245;96970;s;429.6666666666667
1246;96972;s;871.1366666666667
1247;96973;s;650.0
1248;96974;s;436.2
1249;96975;s;300.0
1250;96976;s;500.0
1251;96978;s;200.0
1252;96979;s;333.3333333333333
1253;96980;s;874.255
1254;96982;s;543.455
1255;96983;s;986.5
1256;96985;s;471.7
1257;96987;s;961.0566666666667
1258;96988;s;250.0075
1259;96991;n;600.0
1260;96992;s;287.0
1261;96993;s;470.0
1262;96994;n;764.85
1263;96999;s;1053.3333333333333
1264;97001;s;886.3425
1265;97002;s;704.0
1266;97003;s;516.5
1267;97006;s;773.24
1268;97007;n;985.0
1269;97009;s;400.0
1270;97010;s;796.4
1271;97011;s;488.5
1272;97012;s;478.16999999999996
1273;97013;s;477.0
1274;97014;n;1269.955
1275;97015;s;445.0
1276;97016;s;437.365
1277;97017;s;584.6666666666666
1278;97019;s;634.2250000000001
1279;97022;s;366.67333333333335
1280;97024;n;600.0
1281;97026;s;1116.6666666666667
1282;97028;s;385.6675
1283;97029;s;468.5
1284;97030;s;941.315
1285;97033;s;555.84
1286;97035;s;150.0
1287;97037;s;413.5
1288;97039;s;636.0
1289;97040;s;700.0
1290;97042;s;1419.71
1291;97043;s;477.0
1292;97045;s;743.95
1293;97050;s;657.5
1294;97055;s;150.0
1295;97056;s;532.505
1296;97057;s;845.6666666666666
1297;97058;s;477.0
1298;97060;s;1055.6
1299;97063;s;500.0
1300;97064;s;318.0
1301;97065;s;740.88
1302;97069;s;474.6666666666667
1303;97071;s;268.3225
1304;97078;s;528.445
1305;97081;s;570.0
1306;97082;s;516.2574999999999
1307;97084;s;684.0
1308;97086;n;500.0
1309;97089;s;545.72
1310;97091;s;416.6666666666667
1311;97092;s;533.3333333333334
1312;97094;s;965.0
1313;97095;n;400.5
1314;97100;n;736.0
1315;97104;s;954.0
1316;97106;n;346.0
1317;97107;s;951.3733333333333
1318;97108;s;240.0
1319;97109;s;818.0
1320;97110;s;750.0
1321;97111;s;439.5
1322;97112;n;250.0
1323;97113;s;375.0
1324;97114;n;1344.775
1325;97115;s;918.5
1326;97116;s;509.3
1327;97117;s;245.0
1328;97119;s;1200.0
1329;97120;s;755.0
1330;97121;s;700.0
1331;97123;s;425.3333333333333
1332;97124;n;456.6066666666666
1333;97125;n;404.1066666666666
1334;97131;s;200.0
1335;97132;s;667.6666666666666
1336;97134;s;475.0
1337;97135;s;789.4200000000001
1338;97136;s;333.3333333333333
1339;97137;s;937.3366666666667
1340;97142;s;798.57
1341;97144;n;337.5075
1342;97145;s;400.0
1343;97146;s;678.175
1344;97147;s;537.5
1345;97149;s;0.0
1346;97150;s;510.57
1347;97151;s;224.4
1348;97152;s;238.5
1349;97154;s;477.0
1350;97155;s;537.0799999999999
1351;97156;s;325.0
1352;97158;s;789.06
1353;97159;s;53.333333333333336
1354;97161;s;285.6666666666667
1355;97162;s;400.0
1356;97165;s;1000.0
1357;97166;s;494.10249999999996
1358;97170;s;495.8333333333333
1359;97172;s;116.66666666666667
1360;97173;s;855.5975000000001
1361;97174;s;816.0
1362;97175;s;604.32
1363;97176;s;761.5
1364;97178;n;2257.755
1365;97180;s;663.5
1366;97181;n;729.86
1367;97183;s;340.56333333333333
1368;97201;s;1069.3999999999999
1369;97204;s;575.6666666666666
1370;97205;s;473.6433333333334
1371;97208;n;742.3333333333334
1372;97210;s;125.0
1373;97211;s;180.0
1374;97214;s;418.0
1375;97215;s;349.03999999999996
1376;97216;s;1276.0
1377;97217;s;589.7175
1378;97218;s;575.6899999999999
1379;97222;s;500.0
1380;97226;s;423.0
1381;97228;s;600.0
1382;97232;s;259.0
1383;97233;s;447.0
1384;97236;s;950.0
1385;97238;s;1352.005
1386;97244;s;637.6666666666666
1387;97246;n;0.0
1388;97248;s;1049.21
1389;97249;s;1019.615
1390;97250;n;972.25
1391;97253;s;1385.0
1392;97254;s;910.716
1393;97256;s;1113.0566666666666
1394;97257;s;666.6666666666666
1395;97259;s;660.1333333333333
1396;97260;s;357.75
1397;97264;s;711.88
1398;97265;s;775.32
1399;97266;s;410.3833333333334
1400;97269;s;318.0
1401;97270;n;43.75
1402;97272;s;0.0
1403;97273;s;83.33333333333333
1404;97275;s;675.8825
1405;97276;n;750.0
1406;97278;s;769.3333333333334
1407;97279;s;1000.0
1408;97281;s;1237.02
1409;97282;s;438.65
1410;97284;s;651.6666666666666
1411;97286;n;690.5
1412;97289;s;200.0
1413;97290;s;477.0
1414;97291;s;301.03
1415;97293;s;240.11599999999999
1416;97297;s;248.865
1417;97299;s;83.0
1418;97300;n;150.8775
1419;97301;s;600.005
1420;97305;s;483.5
1421;97306;n;930.0
1422;97309;s;527.52
1423;97312;s;1135.935
1424;97316;n;898.0
1425;97317;s;575.005
1426;97318;s;687.8733333333333
1427;97319;s;500.0
1428;97320;s;1179.1799999999998
1429;97323;s;400.005
1430;97324;n;500.0
1431;97327;s;0.0
1432;97328;n;1489.69
1433;97332;s;318.0
1434;97333;s;1030.4360000000001
1435;97335;s;1154.0
1436;97336;s;625.0
1437;97337;s;1050.8166666666668
1438;97338;s;200.0
1439;97339;n;1477.14
1440;97340;n;343.3333333333333
1441;97343;n;512.6666666666666
1442;97344;s;544.965
1443;97345;s;135.0
1444;97347;n;1439.3333333333333
1445;97348;s;1229.09
1446;97349;s;238.5025
1447;97350;s;257.4
1448;97351;s;530.0
1449;97353;s;464.33666666666664
1450;97354;n;893.5
1451;97356;n;497.53600000000006
1452;97357;s;600.0
1453;97358;s;318.0
1454;97360;s;1314.85
1455;97362;n;1407.1125000000002
1456;97363;s;558.0
1457;97364;n;455.0
1458;97365;s;633.535
1459;97366;s;0.0
1460;97367;s;666.6666666666666
1461;97368;s;1269.755
1462;97370;s;1195.6733333333334
1463;97371;s;650.0
1464;97372;n;429.3
1465;97373;n;532.5
1466;97375;s;463.5
1467;97376;s;450.0
1468;97377;n;477.0
1469;97378;n;381.6666666666667
1470;97379;s;419.0
1471;97380;n;2668.9
1472;97383;s;238.5075
1473;97384;n;475.0
1474;97385;s;569.5450000000001
1475;97386;n;384.6666666666667
1476;97388;s;901.6950000000002
1477;97389;s;750.005
1478;97390;s;1300.0
1479;97391;s;1019.79
1480;97392;s;477.5
1481;97394;s;717.465
1482;97395;s;118.74249999999999
1483;97398;s;285.005
1484;97401;s;233.33666666666667
1485;97404;s;581.6666666666666
1486;97405;s;725.0
1487;97406;s;0.0
1488;97407;s;258.0
1489;97408;s;580.0
1490;97410;s;140.0
1491;97411;s;97.5
1492;97412;s;1180.0
1493;97413;s;500.0
1494;97414;s;987.5
1495;97416;s;666.6666666666666
1496;97417;n;1078.8525
1497;97420;s;532.4466666666666
1498;97424;s;850.0
1499;97426;n;312.5
1500;97427;s;800.0
1501;97428;s;500.0
1502;97431;s;150.0
1503;97432;n;863.0066666666667
1504;97434;s;578.1133333333333
1505;97437;s;318.0
1506;97439;s;0.0
1507;97440;s;727.4649999999999
1508;97441;s;451.25
1509;97442;n;1687.8025000000002
1510;97444;s;662.9175
1511;97445;n;636.0
1512;97447;s;440.69
1513;97449;s;446.3333333333333
1514;97451;n;0.0
1515;97453;n;450.0
1516;97454;s;0.0
1517;97455;s;580.0
1518;97456;n;1311.7066666666667
1519;97457;s;375.0
1520;97458;s;685.2633333333333
1521;97459;n;400.0
1522;97460;s;0.005
1523;97461;s;318.0
1524;97462;s;953.18
1525;97463;n;549.6733333333333
1526;97464;s;1023.4066666666668
1527;97465;n;1900.0
1528;97466;s;470.565
1529;97467;s;475.0
1530;97468;s;627.0
1531;97469;s;403.71000000000004
1532;97470;s;923.9699999999999
1533;97471;s;468.5
1534;97472;s;600.0
1535;97473;s;1022.0
1536;97474;s;230.33333333333334
1537;97475;s;602.4100000000001
1538;97476;n;480.0
1539;97477;s;600.0
1540;97479;s;233.33333333333334
1541;97481;s;1346.5266666666666
1542;97482;n;318.0
1543;97483;n;500.0
1544;97484;n;500.0
1545;97486;n;0.0
1546;97487;s;692.2566666666667
1547;97488;s;700.3333333333334
1548;97489;s;833.3333333333334
1549;97490;s;600.0
1550;97491;n;1065.0
1551;97493;s;717.37
1552;97494;s;477.0
1553;97495;s;636.0
1554;97496;s;318.00666666666666
1555;97497;s;954.0
1556;97498;s;728.46
1557;97499;n;817.49
1558;97500;s;477.0
1559;97502;s;1344.026
1560;97503;s;961.015
1561;97505;n;527.6033333333334
1562;97510;n;616.6666666666666
1563;97511;n;1000.0
1564;97512;s;503.22333333333336
1565;97513;s;355.0
1566;97515;s;600.0
1567;97517;n;770.0
1568;97519;s;1184.08
1569;97520;s;187.4
1570;97521;s;238.5
1571;97522;s;588.8275000000001
1572;97523;s;100.0
1573;97526;n;458.3333333333333
1574;97527;s;725.0025
1575;97528;s;264.1525
1576;97529;s;266.25
1577;97530;s;727.0
1578;97531;s;339.226
1579;97532;s;1119.0
1580;97533;s;317.92
1581;97534;s;335.5
1582;97536;s;333.3333333333333
1583;97537;s;633.96
1584;97539;s;477.005
1585;97540;s;510.8425
1586;97541;s;500.005
1587;97543;n;318.0
1588;97544;s;492.325
1589;97545;s;215.0
1590;97546;s;949.895
1591;97547;s;1000.0
1592;97549;s;670.0
1593;97550;s;250.0
1594;97551;s;425.0
1595;97552;s;1204.88
1596;97555;s;0.0
1597;97556;s;833.3333333333334
1598;97557;s;636.0
1599;97558;s;688.875
1600;97560;s;316.31333333333333
1601;97561;s;477.0
1602;97564;s;849.25
1603;97565;n;0.0
1604;97566;s;492.6666666666667
1605;97567;n;468.35166666666663
1606;97569;s;669.3333333333334
1607;97570;s;530.0
1608;97572;s;791.315
1609;97573;s;678.3333333333334
1610;97575;s;311.9
1611;97576;s;348.066
1612;97579;s;477.0
1613;97581;s;477.15
1614;97584;s;417.0
1615;97586;s;610.505
1616;97587;s;976.6400000000001
1617;97588;s;671.6666666666666
1618;97589;s;1318.0
1619;97590;s;1369.3966666666668
1620;97593;s;485.0
1621;97594;n;577.25
1622;97595;s;901.2774999999999
1623;97596;s;344.9266666666667
1624;97597;n;300.0
1625;97598;n;333.3333333333333
1626;97599;s;1133.5
1627;97600;s;355.00333333333333
1628;97601;s;534.2275
1629;97602;s;533.8350000000002
1630;97603;n;890.2283333333334
1631;97604;n;569.0825
1632;97606;n;996.6666666666666
1633;97608;s;627.1225
1634;97609;s;658.5699999999999
1635;97612;s;704.6666666666666
1636;97613;s;1182.8
1637;97615;n;1124.25
1638;97617;s;650.0033333333333
1639;97619;s;750.0
1640;97621;s;318.0
1641;97622;s;954.0
1642;97623;s;1116.9750000000001
1643;97624;s;1116.9750000000001
1644;97625;s;276.6666666666667
1645;97626;n;318.0
1646;97627;s;591.1666666666666
1647;97632;s;450.0
1648;97633;s;1036.4466666666667
1649;97634;n;212.5
1650;97635;s;850.0
1651;97637;s;687.75
1652;97638;s;1369.3
1653;97639;s;417.6
1654;97640;s;238.5
1655;97642;s;578.75
1656;97643;s;950.41
1657;97644;s;739.6666666666666
1658;97645;s;1161.4924999999998
1659;97648;s;954.0
1660;97650;s;1141.41
1661;97651;s;0.0
1662;97654;s;1299.5
1663;97655;n;673.9066666666666
1664;97656;n;1077.3333333333333
1665;97657;s;250.0075
1666;97658;s;868.25
1667;97660;n;857.3333333333334
1668;97662;n;700.0
1669;97664;s;377.53999999999996
1670;97665;n;345.75
1671;97666;n;0.0
1672;97667;n;992.0
1673;97668;n;0.01
1674;97669;s;542.4
1675;97670;s;477.005
1676;97672;n;673.9066666666666
1677;97673;s;787.5
1678;97674;s;677.27
1679;97675;s;318.0
1680;97677;s;574.392
1681;97678;s;572.4
1682;97680;s;1369.9966666666667
1683;97682;n;1050.0
1684;97685;n;940.73
1685;97688;n;1402.565
1686;97692;s;300.0
1687;97693;s;540.69
1688;97697;s;333.3333333333333
1689;97698;s;954.0
1690;97699;s;974.3733333333333
1691;97700;s;0.0
1692;97701;s;586.53
1693;97702;s;433.3333333333333
1694;97703;n;1165.2
1695;97704;s;950.0
1696;97705;n;477.0
1697;97706;s;614.7657142857142
1698;97708;s;194.4
1699;97710;n;1346.925
1700;97711;s;0.0
1701;97712;s;1298.778
1702;97716;s;493.11
1703;97718;s;564.0066666666667
1704;97719;s;401.75
1705;97722;s;600.0
1706;97723;s;421.66499999999996
1707;97724;s;498.5540000000001
1708;97725;n;382.5
1709;97728;s;1225.0
1710;97729;s;225.25
1711;97731;s;1160.2633333333333
1712;97733;n;1576.804285714286
1713;97734;n;840.2133333333333
1714;97735;s;1038.1875
1715;97736;s;430.0
1716;97739;n;300.0
1717;97740;s;250.0
1718;97741;s;338.1875
1719;97743;s;505.63000000000005
1720;97745;s;988.5025
1721;97746;s;1000.0
1722;97747;n;424.6666666666667
1723;97748;s;425.3533333333333
1724;97750;s;625.0
1725;97751;s;1000.0
1726;97752;s;525.0375
1727;97753;s;0.0
1728;97754;s;625.0
1729;97755;n;581.0799999999999
1730;97756;s;636.0
1731;97757;n;1250.0
1732;97760;s;810.145
1733;97761;s;150.0075
1734;97762;n;1200.0
1735;97764;s;685.0
1736;97765;s;477.005
1737;97766;s;500.5
1738;97767;s;564.8266666666667
1739;97768;s;1304.54
1740;97769;n;0.0
1741;97771;s;1313.6575
1742;97772;s;282.0
1743;97773;n;1378.3333333333333
1744;97774;n;700.37
1745;97775;n;1300.0
1746;97777;s;857.2966666666667
1747;97779;s;920.0
1748;97782;s;3486.3925
1749;97786;s;446.5
1750;97787;s;904.0
1751;97788;n;1250.0
1752;97790;s;545.75
1753;97791;n;800.0
1754;97793;s;600.0
1755;97795;n;1094.8700000000001
1756;97796;s;799.3625
1757;97803;s;355.0
1758;97804;s;486.084
1759;97805;s;400.0
1760;97806;s;1000.0
1761;97807;s;607.9699999999999
1762;97808;n;1390.955
1763;97816;n;900.0
1764;97817;s;955.0
1765;97818;s;988.0
1766;97820;s;1255.9275
1767;97823;n;619.4200000000001
1768;97824;s;494.5
1769;97825;n;520.0
1770;97826;s;477.0
1771;97827;n;802.6666666666666
1772;97829;s;666.6733333333333
1773;97831;n;1076.3274999999999
1774;97832;n;1207.0
1775;97833;n;400.0
1776;97834;s;318.00666666666666
1777;97836;s;381.6
1778;97837;s;333.3333333333333
1779;97840;s;680.0959999999999
1780;97841;n;1325.0
1781;97842;n;1247.015
1782;97844;n;902.558
1783;97845;s;242.8
1784;97848;s;175.0
1785;97850;s;584.67
1786;97851;s;318.0
1787;97855;s;919.0466666666666
1788;97856;s;340.0
1789;97857;n;1875.0
1790;97858;s;541.0425
1791;97859;n;239.5
1792;97863;s;650.0
1793;97864;n;508.8
1794;97865;n;318.0
1795;97867;s;500.0
1796;97870;n;0.0
1797;97872;n;1300.0
1798;97874;n;770.4575
1799;97875;s;774.4066666666668
1800;97878;s;369.4216666666666
1801;97881;s;562.5075000000002
1802;97884;s;451.3333333333333
1803;97885;s;316.25
1804;97886;n;342.66499999999996
1805;97889;s;954.0
1806;97891;s;328.06666666666666
1807;97895;n;770.4575
1808;97898;s;1400.0
1809;97901;s;873.86
1810;97903;s;1388.0
1811;97907;n;775.0
1812;97908;s;954.005
1813;97914;n;775.0
1814;97915;n;300.0
1815;97917;s;1060.58
1816;97920;n;330.004
1817;97921;n;220.00799999999998
1818;97924;n;0.0
1819;97927;s;583.4933333333333
1820;97928;s;457.54333333333335
1821;97929;s;946.46
1822;97933;s;895.2166666666667
1823;97935;s;905.6
1824;97938;n;266.6666666666667
1825;97940;n;833.3333333333334
1826;97942;s;283.3333333333333
1827;97944;s;609.25
1828;97945;s;1380.0
1829;97947;s;103.33333333333333
1830;97948;n;453.1933333333333
1831;97951;s;691.6574999999999
1832;97958;s;737.0
1833;97965;s;242.28571428571428
1834;97967;n;1250.0
1835;97969;n;906.0
1836;97970;n;663.75
1837;97971;n;0.0
1838;97973;s;1195.5566666666666
1839;97980;s;300.0
1840;97981;s;478.005
1841;97989;s;125.2525
1842;97991;s;341.53999999999996
1843;97993;s;500.00666666666666
1844;97995;s;125.0
1845;97996;s;750.005
1846;97997;s;401.5571428571428
1847;97998;s;430.742
1848;98002;s;318.0
1849;98003;s;0.01
1850;98021;s;623.0216666666669
1851;98041;s;1.0
