codigo;deferimento;renda_mensal
96418;s;1000
97401;s;0.01
97401;s;500
97401;s;200
96634;s;0.01
96634;s;954
96634;s;2452.44
88388;s;2684
88388;s;300
88388;s;
88388;s;
97731;s;730.7
97731;s;0.01
97731;s;2750.08
96694;s;
96694;s;
96694;s;
96694;s;1860
97845;s;
97845;s;250
97845;s;
97845;s;964
97845;s;
96339;s;954
96339;s;1036
96534;n;
96534;n;
96534;n;1200
96534;n;
96581;s;280
97886;n;
97886;n;477.77
97886;n;
97886;n;892.89
96764;s;2500
96764;s;1019
96764;s;
96827;s;
96827;s;
96827;s;
96827;s;980
96673;s;1820
96673;s;
96673;s;
96673;s;1594.83
96673;s;
96673;s;
97490;s;
97490;s;1200
97872;n;3100
97872;n;2100
97872;n;
97872;n;
97033;s;0.01
97033;s;0.01
97033;s;1667.5
96547;s;1060
96547;s;
97333;s;
97333;s;750
97333;s;
97333;s;1900
97333;s;2502.18
97768;s;2959.62
97768;s;954
97768;s;
96362;s;
96541;s;
96362;s;
97958;s;600
97958;s;874
96600;s;
96600;s;2495.32
96600;s;
96600;s;
97537;s;
97537;s;1302.93
97537;s;598.95
96888;s;2266.97
96888;s;
96888;s;
96888;s;
96888;s;1500
97210;s;
97376;s;
97376;s;1800
97376;s;
97376;s;
97210;s;
97210;s;
97210;s;500
96530;s;
96530;s;
96530;s;800
96530;s;
96551;s;1138
96551;s;1065
97804;s;
97804;s;
97804;s;2430.42
97804;s;
97804;s;
96402;s;
96402;s;1000
96402;s;1000
96402;s;
97474;s;
97474;s;
97474;s;691
97729;s;
97729;s;
97729;s;901
97729;s;
96885;s;450
96885;s;900
97489;s;2500
97489;s;
97489;s;
96322;s;
96322;s;
96322;s;3500
96322;s;1500
97461;s;
97461;s;954
97461;s;
97488;s;
97488;s;954
97488;s;1147
97204;s;1327
95902;s;
95902;s;
95902;s;1688.04
95902;s;
97204;s;400
97204;s;
97544;s;500
97544;s;484.65
97447;s;663.81
97447;s;
97447;s;658.26
97094;s;960
97094;s;2900
97094;s;
97094;s;
96543;s;954
96543;s;1100
96543;s;
96543;s;
96543;s;
96543;s;
96642;s;
96642;s;1121.89
96642;s;
96642;s;2041.04
97551;s;
97551;s;400
97551;s;
97551;s;1300
97826;s;954
97826;s;
97826;s;954
97826;s;
97065;s;
97065;s;
97065;s;1049.4
97065;s;1914.12
97487;s;2076.77
97487;s;
97487;s;
97380;n;8571.6
97380;n;400
97380;n;750
97380;n;954
97678;s;1908
97678;s;
97678;s;
97678;s;
97678;s;954
97903;s;1388
97520;s;
97520;s;
97520;s;
97520;s;
97520;s;937
97071;s;
97071;s;
97071;s;1073.29
97071;s;
96807;s;1986.1
96807;s;0.01
96807;s;368
96807;s;0.01
97670;s;954
97670;s;0.01
97718;s;1692
97718;s;0.01
97718;s;0.01
97082;s;0.01
97082;s;1065.01
97082;s;0.01
97082;s;1000
97566;s;
97566;s;
97566;s;1478
97123;s;
97123;s;1276
97123;s;
97632;s;1200
97632;s;
97632;s;
97632;s;600
97390;s;1300
96429;s;1224
96429;s;
97654;s;520
97654;s;
97654;s;4678
97654;s;
97549;s;
97549;s;1500
97549;s;510
97394;s;954
97394;s;912
97394;s;1003.86
97394;s;
97410;s;280
97410;s;280
97410;s;
97410;s;
97354;n;
97354;n;1787
96767;n;3742.27
96767;n;0.01
96767;n;3557.22
96767;n;0.01
97175;s;1208.64
97175;s;
89697;s;
89697;s;1226.22
97543;n;
97543;n;954
97543;n;
97735;s;
97735;s;
97735;s;3041.9
97735;s;1110.85
97383;s;0.01
97383;s;954
97383;s;0.01
97383;s;0.01
97898;s;1400
96806;s;1000
96806;s;0.01
96486;s;0.01
96486;s;1200
96486;s;1500
97458;s;
97458;s;
97458;s;2055.79
97680;s;1514.4
97680;s;2595.59
97680;s;
96980;s;600
96980;s;1148.51
96982;s;
96982;s;1086.91
97371;s;
97371;s;1300
97928;s;
97928;s;570.43
97928;s;802.2
94615;s;1100
94615;s;
96678;s;2000
96678;s;
96678;s;
96678;s;
96678;s;
97743;s;
97743;s;
97743;s;1516.89
95466;s;
95466;s;
95466;s;3417.3
95466;s;
97702;s;
97702;s;1000
97702;s;300
96552;s;1069.64
96552;s;1156.01
96552;s;550
96895;s;
96895;s;4257.42
96895;s;
96895;s;
96895;s;2000
96332;s;
96332;s;1095.65
96927;s;
96927;s;1257.23
96817;s;2681.26
96817;s;
96817;s;
97557;s;1908
97557;s;
97557;s;
96774;s;
96774;s;
96774;s;2000
96774;s;
96405;s;
96405;s;957
96405;s;
96405;s;
96405;s;
97466;s;0.01
97466;s;941.12
97584;s;318
97584;s;516
97589;s;
97589;s;3000
97589;s;954
97831;n;
96541;s;1857
96541;s;
96653;n;1792.52
96653;n;
96653;n;
96653;n;862.61
97711;s;
97711;s;
97711;s;
97711;s;
97711;s;
97091;s;1250
97091;s;
97091;s;
97651;s;
97651;s;
97651;s;
97651;s;
96513;s;
96513;s;
96513;s;1120
97497;s;
97497;s;1908
96637;s;
96637;s;
96637;s;
96637;s;950
96637;s;
97840;s;1256.34
97840;s;
97840;s;
97840;s;
97840;s;2144.14
96504;n;700
96659;s;1600
96659;s;
97705;n;954
97705;n;
97705;n;1431
97705;n;
97705;n;
96545;n;750
97045;s;
97045;s;1487.9
96700;n;2000
97805;s;400
95965;n;1500
95965;n;
95965;n;2500
95965;n;2000
97935;s;
97935;s;3478
97935;s;
97935;s;1050
97935;s;
97666;n;
97666;n;
96756;s;
96756;s;
96756;s;2300
96756;s;
96854;s;1303.74
96854;s;
96854;s;700
97648;s;1908
97648;s;
97109;s;954
97109;s;1500
97109;s;
97682;n;
97682;n;
97682;n;1200
97682;n;3000
97150;s;
97150;s;1531.71
97150;s;
96376;s;954
96376;s;477
96843;s;1000
96843;s;0.01
96843;s;0.01
97915;n;
97915;n;600
97733;n;6980
97733;n;
97733;n;
97733;n;
97733;n;
97733;n;4057.63
97733;n;
97348;s;1229.09
97170;s;
97170;s;
97170;s;1910
97170;s;1065
97170;s;
97170;s;
97969;n;
97969;n;1812
97347;n;
97347;n;4318
97347;n;
97343;n;
97343;n;1538
97343;n;
97660;n;2572
97660;n;
97660;n;
97859;n;
97859;n;
97859;n;958
97859;n;
97286;n;
97286;n;1381
97238;s;3816
97238;s;0.01
97238;s;1592
97238;s;0.01
96780;s;1330.76
96780;s;1231.2
96780;s;1396.65
96780;s;
96456;n;
96456;n;1000
96456;n;
96456;n;438
96456;n;
97019;s;0.01
97019;s;2536.87
97019;s;0.01
97019;s;0.01
97533;s;
97533;s;635.84
97635;s;
97635;s;
97635;s;400
97635;s;3000
96768;s;
96768;s;954
96768;s;954
97708;s;622
97708;s;
97708;s;
97708;s;350
97708;s;
95819;s;
95819;s;
95819;s;
97856;s;
97856;s;
97856;s;
97856;s;
97856;s;1700
96834;s;
96834;s;
96834;s;3495.45
97750;s;
97750;s;2500
97750;s;
97750;s;
96337;s;2500
96337;s;650
96337;s;
96337;s;1565.46
96938;s;400
96938;s;1000
96938;s;1000
96963;s;500
96963;s;2116.62
96963;s;
97878;s;1200
97878;s;
97878;s;1016.53
97878;s;
97878;s;
97878;s;
97312;s;2671.87
97312;s;
97312;s;1871.87
97312;s;
97309;s;1055.04
97309;s;
97257;s;2000
97257;s;
97257;s;
96331;s;
96331;s;1338
96331;s;954
96471;s;1000
96471;s;1300
97664;s;
97664;s;
97664;s;1132.62
97807;s;673.91
97807;s;
97807;s;1150
97392;s;955
97392;s;
97693;s;
97693;s;1564.5
97693;s;598.26
97693;s;
96917;s;954
96917;s;
96917;s;
97259;s;915.4
97259;s;
97259;s;1065
97560;s;
97560;s;948.94
97560;s;
96796;n;1000
96796;n;
97513;s;1065
97513;s;
97513;s;
97350;s;350
97350;s;937
97350;s;
97350;s;
97350;s;
97638;s;4882
97638;s;95.2
97638;s;
97638;s;500
96952;s;1905
96952;s;
96474;n;
96474;n;1200
96474;n;
96584;n;
97442;n;0.01
97442;n;0.01
97442;n;6751.18
97442;n;0.01
88946;s;1000
88946;s;598.95
97752;s;1003.42
97752;s;0.01
97752;s;1096.71
97752;s;0.01
97272;s;
96556;n;
96556;n;2000
96467;n;
96467;n;954
97356;n;1222.68
97356;n;
97356;n;200
97356;n;
97356;n;1065
97948;n;480
97948;n;480
97948;n;399.58
97483;n;
97483;n;
97483;n;
97483;n;2000
96845;s;0.01
96845;s;1735.97
96845;s;0.01
96845;s;0.01
97831;n;1325.31
97831;n;1180
96458;s;3325.26
97831;n;1800
97215;s;
97215;s;1047.12
97215;s;
96378;s;966
96378;s;
97806;s;1000
97264;s;
97264;s;2135.64
97264;s;
97555;s;
97555;s;
97555;s;
97555;s;
96815;s;0.01
96815;s;1254.74
96815;s;1987
97395;s;
97395;s;0.01
97395;s;474.95
97395;s;0.01
96731;s;954
96731;s;
96731;s;954
96731;s;
96361;s;
96361;s;
96361;s;
96361;s;2400
97741;s;400
97741;s;357.75
97741;s;
97741;s;595
97439;s;
97439;s;
97439;s;
97439;s;
97439;s;
96390;s;
96390;s;
96390;s;954
96604;n;
96604;n;740
96840;n;200
96840;n;2322.56
96840;n;
96840;n;
96840;n;
97121;s;700
96866;n;1114
96866;n;986
97465;n;3800
97465;n;
97795;n;
97795;n;
97795;n;3284.61
96683;s;
96683;s;
96683;s;1274.88
96683;s;2358.21
96683;s;954
96683;s;1070.64
97753;s;
97753;s;
97753;s;
97753;s;
97753;s;
97753;s;
97753;s;
97576;s;1740.33
97576;s;
97576;s;
97576;s;
97576;s;
97973;s;
97973;s;2200
97973;s;1386.67
97339;n;2954.28
97339;n;
96859;n;840
97117;s;
97117;s;980
97117;s;
97117;s;
97144;n;0.01
97144;n;0.01
97144;n;1350
97144;n;0.01
96900;s;1280.67
96900;s;1574.1
96900;s;
97782;s;13945.57
97782;s;
97782;s;
97782;s;
96310;s;1262.18
96310;s;
96310;s;
96440;n;
96440;n;1000
96440;n;480
97773;n;
97773;n;4135
97773;n;
97273;s;
97273;s;
97273;s;250
96698;s;
96698;s;
96698;s;
96698;s;
96698;s;1600
96698;s;727
97675;s;
97675;s;
97675;s;954
90048;n;
90048;n;
97864;n;
97864;n;763.2
97864;n;763.2
97793;s;100
97793;s;1100
96523;s;187.5
96523;s;187.5
96523;s;1423
96523;s;1678
96915;s;0.01
96915;s;0.01
96915;s;2500
96915;s;0.01
89906;n;
89906;n;954
89906;n;
96914;s;175
96914;s;175
96914;s;
96914;s;2544.63
96951;s;
96951;s;
96951;s;954
96951;s;
96951;s;
96951;s;
97406;s;
97406;s;
96327;s;
96327;s;
96327;s;240
96327;s;1344.4
96327;s;1631
96327;s;
97379;s;1257
97379;s;
97379;s;
97885;s;
97885;s;
97885;s;400
97885;s;
97885;s;1181.25
97174;s;1568
97174;s;880
97174;s;
96635;s;1436.43
96635;s;
97760;s;
97760;s;
97760;s;1748
97760;s;1492.58
97970;n;1118
97970;n;
97970;n;1060
97970;n;477
88792;n;2500
88792;n;
88792;n;
88792;n;
88792;n;
97669;s;
97669;s;
97669;s;1627.2
97337;s;1244.44
97337;s;1908
97337;s;0.01
96883;s;
96883;s;4627.05
96883;s;
96883;s;
96883;s;
97003;s;
97003;s;2066
97003;s;
97003;s;
96511;s;970
96511;s;
96511;s;
96511;s;
97069;s;1074
97069;s;
97069;s;350
97617;s;1000
97617;s;0.01
97617;s;950
97837;s;
97837;s;2000
97837;s;
97837;s;
97837;s;
97837;s;
97455;s;
97455;s;
97455;s;2900
97455;s;
97455;s;
97180;s;954
97180;s;1200
97180;s;
97180;s;500
97558;s;705.5
97558;s;
97558;s;2050
97558;s;
97468;s;954
97468;s;300
97173;s;1834.96
97173;s;1587.43
97173;s;
97173;s;
97965;s;424
97965;s;
97965;s;424
97965;s;424
97965;s;
97965;s;
97965;s;424
97370;s;
97370;s;2549.02
97370;s;1038
97299;s;99
97299;s;
97299;s;150
97136;s;
97136;s;
97136;s;1000
97665;n;
97665;n;1383
97665;n;
97665;n;
97766;s;1000
97766;s;1
96858;s;2311.19
96858;s;
96858;s;
96858;s;
96458;s;
96790;n;2189.94
96458;s;
96458;s;1200
96962;s;
96962;s;
96962;s;1200
96962;s;
96925;n;
96321;n;
96321;n;
96321;n;849.06
97534;s;
97534;s;
97534;s;
97534;s;1342
97457;s;450
97457;s;300
97469;s;
97469;s;1211.13
97469;s;
97484;n;500
97751;s;
97751;s;2000
96941;n;
96941;n;3000
96941;n;
96941;n;
96828;s;
96828;s;
96828;s;
96830;s;
96830;s;
96830;s;
96397;s;
96397;s;
96397;s;
96397;s;3210
97774;n;600
97774;n;1.11
97774;n;1500
96433;s;600
96889;n;
96889;n;
96889;n;
96889;n;550
96716;s;
96716;s;
96716;s;940
96953;s;2437.5
96953;s;
96953;s;
96953;s;
97327;s;
97327;s;
97327;s;
97736;s;840
97736;s;
97736;s;450
96959;s;
96959;s;954
96959;s;
96959;s;
96622;s;
96622;s;1206.55
97089;s;
97089;s;1637.16
97089;s;
96738;s;
96738;s;
96738;s;600
96738;s;2120
96973;s;
96973;s;
96973;s;
96973;s;2600
96921;s;
96921;s;954
96921;s;2030
88514;n;
97998;s;0.01
97998;s;0.01
97998;s;1276
97998;s;0.01
97998;s;877.68
96808;s;1500
96808;s;
97496;s;954
97496;s;0.01
97496;s;0.01
97002;s;
97002;s;1408
96691;s;
96691;s;
96691;s;
96691;s;954
96341;s;
96341;s;2461.42
97722;s;
97722;s;
97722;s;
97722;s;3000
97722;s;
96993;s;940
96993;s;
97867;s;
97867;s;1500
97867;s;
96974;s;436.2
97057;s;937
97057;s;1600
97057;s;
97567;n;1323
97567;n;
97567;n;1487.11
97567;n;
97567;n;
97567;n;
97306;n;930
96994;n;1233
96994;n;1061.55
96994;n;
97626;n;
97626;n;954
97626;n;
97971;n;
96430;n;937
96430;n;
97615;n;10
97615;n;
97615;n;4477
97615;n;10
97451;n;
97451;n;
97491;n;1065
97526;n;1375
97526;n;
97526;n;
97895;n;3081.83
97895;n;
97895;n;
97895;n;
97825;n;640
97825;n;400
96392;n;1197.54
96392;n;880
96392;n;
96392;n;
97967;n;2500
97967;n;
97747;n;1274
97747;n;
97747;n;
96954;n;979.8
96454;n;0.01
96454;n;0.01
96454;n;0.01
96454;n;0.01
96454;n;1834
97086;n;500
97042;s;
97042;s;
97042;s;4259.13
96139;n;
96139;n;2800
96139;n;
96421;n;300
97166;s;0.01
97166;s;0.01
97166;s;1519.25
97166;s;457.14
97587;s;2578.84
97587;s;
97587;s;
97587;s;1327.72
97634;n;
97634;n;
97634;n;850
97634;n;
97456;n;
97456;n;3935.12
97456;n;
97703;n;2326
97703;n;
97703;n;2750
97703;n;750
97703;n;
96344;n;
96344;n;
96344;n;1223.64
96344;n;1025
96344;n;
97881;s;0.01
97881;s;2250
97881;s;0.01
97881;s;0.01
97132;s;
97132;s;1066
97132;s;937
97432;n;2589.02
97432;n;
97432;n;
96408;s;
96408;s;
96408;s;
96408;s;2400
97499;n;1156.79
97499;n;478.19
97151;s;
97151;s;1122
97151;s;
97151;s;
97151;s;
96810;s;
96810;s;1171
96810;s;
97300;n;120
97300;n;38
97300;n;0.01
97300;n;38
97300;n;935
97300;n;38
97300;n;38
97300;n;0.01
88915;n;
88915;n;
88915;n;954
88915;n;1908
96388;n;0.01
96388;n;3000
96388;n;0.01
96388;n;0.01
96328;s;900
96328;s;900
96328;s;
96328;s;
97386;n;100
97386;n;100
97386;n;954
96842;s;
96842;s;430
96842;s;830
96536;s;
96536;s;954
96536;s;
97907;n;2500
97907;n;
97907;n;
97907;n;600
97817;s;
97817;s;1910
97012;s;1023
96790;n;3639.93
96790;n;0.01
96790;n;0.01
88435;n;
88435;n;
88435;n;2000
88435;n;1500
88435;n;
96591;n;954
96591;n;
96591;n;
97365;s;
97365;s;1267.07
96625;s;
96625;s;954
96625;s;954
96920;s;0.01
96920;s;0.01
96920;s;1170
96920;s;1036.83
97586;s;1221
97586;s;0.01
97706;s;3200.5
96677;s;0.01
96677;s;1484.97
96677;s;150
97706;s;
90226;s;1200
90226;s;
97706;s;
97706;s;
97706;s;1102.86
97706;s;
97706;s;
97788;n;5000
97788;n;
97788;n;
97788;n;
97724;s;954
97724;s;0.01
97724;s;1298.75
97724;s;0.01
97724;s;240
96449;s;1391.71
96449;s;0.01
96449;s;0.01
96449;s;0.01
96449;s;2111.98
97640;s;
97640;s;954
97640;s;
97640;s;
97431;s;
97431;s;300
97601;s;2136.91
97601;s;
97601;s;
97601;s;
97324;n;1000
97324;n;
97324;n;
97324;n;1000
97453;n;
97453;n;900
97942;s;
97942;s;
97942;s;850
96696;n;900
97940;n;1200
97940;n;
97940;n;1300
97777;s;0.01
97777;s;2571.87
97777;s;0.01
97172;s;
97172;s;
97172;s;350
97305;s;954
97305;s;980
88814;s;
88814;s;954
88814;s;954
97208;n;1500
97208;n;
97208;n;2000
97208;n;
97305;s;
97305;s;
96886;s;0.01
96886;s;0.01
96886;s;0.01
96886;s;0.01
96886;s;1572.39
97113;s;750
97113;s;
97208;n;
97208;n;954
96548;s;1065
98021;s;3261.09
98021;s;0.01
98021;s;477
98021;s;0.01
98021;s;0.01
98021;s;0.01
97598;n;
97598;n;1000
97598;n;
96784;s;
96784;s;
96784;s;
96784;s;1000
97156;s;650
97156;s;
96976;s;1000
96976;s;
96410;n;2500
96410;n;
96410;n;
96410;n;727.94
96410;n;3386.5
97996;s;0.01
97996;s;1500
97594;n;1200
97594;n;260
97594;n;
97594;n;849
96867;s;500
96867;s;900
97205;s;
97205;s;
97205;s;1420.93
96461;s;
96461;s;
96461;s;1400
96461;s;
96809;s;
96809;s;
96809;s;2413.14
96809;s;
97375;s;900
97375;s;
97375;s;
97375;s;954
97884;s;400
97884;s;954
97884;s;
96781;s;1063.81
96781;s;
96781;s;
96988;s;0.01
96988;s;0.01
96988;s;1000
96988;s;0.01
96718;n;5445.26
96718;n;
96718;n;
96718;n;
96987;s;0.01
96987;s;1000
96987;s;1883.16
97850;s;800
97850;s;0.01
97850;s;954
97761;s;0.01
97761;s;600
97761;s;0.01
97761;s;0.01
96966;n;1188.79
96966;n;
96966;n;954
96348;n;
96348;n;1500
96385;s;900
96385;s;900
96385;s;
96385;s;
96385;s;300
93679;s;
93679;s;
93679;s;2000
97908;s;1908
97908;s;0.01
97022;s;0.01
97022;s;0.01
97022;s;1100
97470;s;2771.91
97470;s;
97470;s;
96869;s;1874
96869;s;
97017;s;954
97017;s;
97017;s;800
97035;s;600
97035;s;
97035;s;
97035;s;
96985;s;943.4
96985;s;
96443;s;1800
96443;s;
96443;s;
96975;s;
96975;s;
96975;s;900
97572;s;3165.26
97572;s;
97572;s;
97572;s;
96482;s;1537.27
96482;s;
96482;s;
97529;s;
97529;s;1065
97529;s;
97529;s;
96890;n;1500
96890;n;
96890;n;
97146;s;1769.46
97146;s;
97146;s;
97146;s;943.24
96912;s;1666
96912;s;
96912;s;
96912;s;
96912;s;
96912;s;1750
96992;s;
96992;s;1435
96992;s;
96992;s;
96992;s;
97924;n;
97924;n;
97924;n;
96597;n;
97851;s;
97851;s;
97851;s;954
97012;s;
97012;s;1367.85
96444;s;1000
97012;s;
97012;s;
97290;s;954
97290;s;
96345;s;
96345;s;
96345;s;
96345;s;
96345;s;190.8
89826;s;
89826;s;
97546;s;1430.71
97546;s;469.08
97417;n;477
97417;n;2374.66
97417;n;263.75
97417;n;1200
96369;s;
96369;s;500
96369;s;
96369;s;
96369;s;
97405;s;1100
97405;s;
97405;s;1800
97405;s;
96666;n;
96666;n;954
96666;n;10754.41
96666;n;1185
96666;n;
96369;s;
97211;s;
97211;s;
97211;s;
97211;s;
97211;s;900
88911;n;
88911;n;954
88911;n;2000
88911;n;1021
89894;n;1065.16
89894;n;
97668;n;0.01
97668;n;0.01
97668;n;0.01
97808;n;2604
97808;n;1500.74
97808;n;1459.08
97808;n;
96697;n;
96697;n;
96697;n;3294
96697;n;
97404;s;1745
97404;s;
97404;s;
96643;s;
96643;s;
96643;s;954
97710;n;
97710;n;2693.85
97472;s;
97472;s;1200
96835;n;
96835;n;
96835;n;4000
96946;n;
96946;n;2200
97791;n;1600
97791;n;
96860;n;
96860;n;2400
96969;s;
96969;s;
96969;s;350
96969;s;350
88425;n;
88425;n;
88425;n;1997
88425;n;
97463;n;
97463;n;1649.02
97463;n;
96577;n;
96577;n;1600
96577;n;
96577;n;
96577;n;
97125;n;1212.32
97125;n;
97125;n;
97512;s;
97512;s;954
97512;s;555.67
97116;s;800
97116;s;
97116;s;
97116;s;1237.2
97824;s;1014
97824;s;
97824;s;
97824;s;964
96978;s;200
97511;n;
97511;n;
97511;n;
97511;n;4000
97029;s;
97029;s;937
97029;s;937
97029;s;
97769;n;
97769;n;
97482;n;
97482;n;
97482;n;954
96561;n;
96561;n;942
96561;n;
97655;n;2021.72
97655;n;
97655;n;
97920;n;0.01
97920;n;0.01
97920;n;800
97920;n;250
97920;n;600
96957;n;1020
96957;n;
96957;n;
97834;s;0.01
97834;s;954
97834;s;0.01
97844;n;
97844;n;2712.79
97844;n;1800
97844;n;
97844;n;
96483;n;1000
96949;s;2334.29
96949;s;
96949;s;
96356;s;937
96356;s;
97858;s;
97858;s;1118.17
97858;s;1046
97858;s;
97796;s;3197.45
97796;s;
97796;s;
97796;s;
97612;s;954
97612;s;
97612;s;1160
96879;s;2230
96879;s;
96879;s;
96412;s;
96412;s;
96412;s;954
97803;s;
97803;s;1065
97803;s;
97740;s;
97740;s;
97740;s;
97740;s;
97740;s;1500
97740;s;
96682;s;
96682;s;
96682;s;390
97236;s;1500
97236;s;400
97573;s;1085
97573;s;950
97573;s;
97357;s;1200
97357;s;
97981;s;956
97981;s;0.01
97107;s;2255.17
97107;s;
97107;s;598.95
96417;s;300
96417;s;1000
96417;s;300
97901;s;0.01
97901;s;0.01
97901;s;2621.56
97364;n;685
97364;n;
97364;n;680
97927;s;
97927;s;1750.48
97927;s;
97106;n;1038
97106;n;
97106;n;
97058;s;954
97058;s;
97028;s;
97028;s;1542.67
97028;s;
97028;s;
96516;s;1000
97754;s;
97754;s;
97754;s;2500
97754;s;
96336;n;
96336;n;
96336;n;
96336;n;954
89565;s;
89565;s;
89565;s;1685
96999;s;
96999;s;1583.33
96999;s;1576.67
96945;s;1576.15
96945;s;
96576;s;2500
96576;s;1200
96576;s;1500
96576;s;0.01
96576;s;0.01
96674;s;280
96674;s;954
97565;n;
97565;n;
97565;n;
97565;n;
97011;s;
97011;s;1000
97011;s;
97011;s;954
96444;s;
96444;s;1500
96444;s;1200
96795;n;2500
96451;s;
96451;s;1500
96451;s;1200
96451;s;1000
97388;s;427.26
97388;s;2231.8
97388;s;947.71
97388;s;0.01
97266;s;1231.13
97266;s;0.01
97266;s;0.01
96761;s;0.01
96761;s;0.01
96761;s;800
96761;s;0.01
97475;s;0.01
97475;s;1000
97475;s;1409.62
97475;s;0.01
97056;s;0.01
97056;s;1065
96663;s;2145.25
96663;s;
96679;s;1423.97
96679;s;0.01
97995;s;250
97995;s;
97995;s;
97995;s;250
97183;s;
97183;s;
97183;s;1021.69
97147;s;250
97147;s;1000
97147;s;900
97147;s;
97716;s;986.21
97716;s;0.01
97951;s;
97951;s;365.18
97951;s;2401.45
97951;s;
97997;s;1295.56
97997;s;
97997;s;
97997;s;
97997;s;1515.34
97997;s;
97997;s;
88593;s;937
88593;s;0.01
96396;s;
96798;s;
96798;s;1500
97762;n;1800
97762;n;600
97256;s;2827.96
97256;s;511.2
97256;s;0.01
97762;n;1200
96983;s;
96983;s;1973
97569;s;1054
97569;s;954
97569;s;
96593;s;815
96593;s;
96448;s;
96448;s;
96448;s;
96448;s;477
96448;s;2600
97748;s;
97748;s;
97748;s;1276.06
96537;s;954
97149;s;
97149;s;
97149;s;
96375;s;2800
96375;s;
97820;s;
97820;s;1693.28
97820;s;3330.43
97820;s;
97608;s;2144.49
97608;s;
97608;s;
97608;s;364
97536;s;1000
97536;s;
97536;s;
96855;s;3458.43
96855;s;
96855;s;
96419;s;
96419;s;
96419;s;600
96972;s;1272
96972;s;
96972;s;1341.41
96395;s;1279.21
96395;s;
96395;s;
96747;s;
96747;s;900
96747;s;
96335;s;1730.69
96335;s;0.01
96961;s;500
97222;s;
97222;s;1000
97756;s;
97756;s;954
97756;s;954
96307;s;1433.49
96307;s;
96307;s;
96838;s;120
96838;s;797.42
96838;s;0.01
96838;s;2213.38
96799;n;
97408;s;900
97408;s;2000
97408;s;
97408;s;
97408;s;
96311;n;
96311;n;2581
96311;n;
96431;s;730
96431;s;730
96312;n;3075.66
96312;n;200
96312;n;1831.16
88855;s;767
88855;s;1562.72
88855;s;
97026;s;2800
97026;s;
97026;s;550
96560;s;
96560;s;
96868;s;1094
96868;s;1617.75
96868;s;
96610;s;975
96610;s;
96689;s;
96689;s;3228.62
96689;s;
96689;s;
97947;s;
97947;s;
97947;s;
97947;s;
97947;s;620
97947;s;
97181;n;1828.5
97181;n;
97181;n;
97181;n;1090.94
97426;n;
97426;n;1250
97426;n;
97426;n;
97593;s;
97593;s;
97593;s;840
97593;s;1100
97685;n;2440.73
97685;n;
97685;n;1322.19
97685;n;
96719;s;0.01
96719;s;0.01
96719;s;2682
96371;s;440
96371;s;2000
96371;s;800
96371;s;954
97385;s;1578.18
97385;s;700
97385;s;
97385;s;
96535;n;
96535;n;
96535;n;
96535;n;957
96535;n;2200
96535;n;
97015;s;250
97015;s;640
97921;n;0.01
97921;n;0.01
97921;n;0.01
97921;n;0.01
97921;n;1100
97178;n;9031.02
97178;n;
97178;n;
97178;n;
97688;n;
97688;n;1200
97688;n;4410.26
97688;n;
96874;s;629.87
96874;s;300
96685;s;1260.88
96685;s;993.85
97597;n;
97597;n;500
97597;n;500
97597;n;
97597;n;500
96425;n;
96425;n;
96425;n;750
96425;n;1064
97700;s;
97700;s;
97700;s;
97700;s;
97700;s;
96675;n;550
97250;n;
97250;n;
97250;n;2600
97250;n;1289
97201;s;1937.18
97201;s;
97201;s;1271.02
96493;n;
97024;n;600
96353;s;477
96353;s;0.01
96353;s;0.01
96894;s;1065
96894;s;
96894;s;
97863;s;1300
97863;s;
96795;n;
96795;n;
97014;n;2954
97014;n;
97014;n;2125.82
97014;n;
97384;n;
97384;n;
97384;n;
97384;n;1900
97486;n;
96795;n;
96795;n;
96795;n;
96795;n;
96864;s;1336.01
96598;s;1431
96598;s;
96598;s;
96598;s;
96598;s;
97389;s;1500
97389;s;0.01
97857;n;
97857;n;7500
97857;n;
97857;n;
96804;n;
96804;n;
96878;n;
96878;n;1425.6
97372;n;763.2
88904;n;400
97372;n;954
97372;n;
97372;n;
96438;n;
96438;n;5000
96438;n;
96438;n;
97039;s;954
97039;s;
97039;s;954
97833;n;
97833;n;800
97505;n;
97505;n;1582.81
97505;n;
96755;s;
96755;s;
96755;s;2688.39
96654;s;
96654;s;
96654;s;1500
97929;s;
97929;s;
97929;s;2839.38
97775;n;
97775;n;
97775;n;3000
97775;n;2200
97779;s;400
97779;s;2360
97779;s;
96787;s;1140
96787;s;
96787;s;1065
96825;s;
96825;s;954
96825;s;2468.28
96825;s;
97360;s;0.01
97360;s;3046.07
97360;s;76.66
97360;s;2136.66
97790;s;
97790;s;1118
97790;s;1065
97790;s;
95926;s;0.01
95926;s;0.01
95926;s;0.01
95926;s;800
97158;s;1331.24
97158;s;
97158;s;
97158;s;1825
97112;n;250
97471;s;937
97471;s;
96409;s;955.48
96409;s;
96533;s;
96533;s;954
96533;s;
97111;s;300
97111;s;500
97111;s;
97111;s;958
97657;s;0.01
97657;s;0.01
97657;s;0.01
97657;s;1000
97757;n;
97757;n;2500
96323;n;
96323;n;1500
96323;n;
96323;n;
96323;n;1500
97938;n;1600
97938;n;
97938;n;
97938;n;
97938;n;
97938;n;
96602;n;
96602;n;1500
97340;n;
97340;n;1030
97340;n;
97159;s;100
