codigo;deferimento;renda_mensal
96651;s;
96651;s;
96651;s;
97134;s;500
97596;s;
97596;s;1034.78
97712;s;250
97712;s;
97712;s;4523.89
97712;s;920
97712;s;800
96892;s;
96892;s;
96892;s;
96892;s;
96892;s;3800
96892;s;
96964;s;954
96964;s;795
96964;s;
97134;s;450
97596;s;
96320;s;0.01
96320;s;0.01
97420;s;0.01
97420;s;508
97420;s;1089.33
97772;s;
97772;s;
97772;s;846
97637;s;1500
97637;s;1
97637;s;800
97637;s;450
97579;s;954
97579;s;
96320;s;4000
96320;s;0.01
96911;s;300
96911;s;
97644;s;500
97644;s;1219
97644;s;500
97363;s;600
97363;s;1074
97363;s;
96420;s;800
96420;s;
96420;s;
97050;s;1200
97050;s;1430
97050;s;
97050;s;
89709;s;900
89709;s;
89709;s;310
89709;s;520
97416;s;
97416;s;
96811;s;954
96811;s;
97351;s;2120
97351;s;
97351;s;
97351;s;
97413;s;1000
97413;s;
97176;s;1023
97176;s;500
97539;s;0.01
97416;s;
97416;s;4000
97416;s;
97416;s;
97746;s;900
97746;s;1100
97284;s;
97284;s;1000
97284;s;955
88876;s;
88876;s;
88876;s;1600
97575;s;
97575;s;
97575;s;1559.5
97539;s;954
97829;s;2000
97829;s;0.01
97829;s;0.01
97060;s;511.2
97060;s;1600
97643;s;1201.31
97643;s;747.5
97643;s;902.42
92853;s;1759.78
92853;s;
97575;s;
97575;s;
96776;s;
96776;s;
96776;s;937
92853;s;
92853;s;
92853;s;
96309;s;1300
97037;s;700
97037;s;954
97037;s;
97037;s;
96579;s;400
96579;s;954
97493;s;1434.74
97493;s;
96367;s;
96367;s;2349.79
96367;s;
96432;s;954
96432;s;2333.88
96432;s;
96432;s;
96309;s;
96309;s;1400
96872;s;1800
96872;s;
96872;s;
96872;s;
97531;s;477
97531;s;
97531;s;
97531;s;235
97531;s;984.13
96658;s;0.01
96658;s;1600
97581;s;954.3
97581;s;
96529;s;
96529;s;2625.87
97216;s;252
97216;s;2300
97699;s;100
97699;s;1283
97318;s;2063.62
97318;s;
97318;s;
97473;s;1022
97699;s;1540.12
97786;s;300
97786;s;200
97301;s;0.01
97301;s;1200
96615;s;800
96615;s;
97289;s;
97289;s;
97289;s;
97289;s;
96749;s;0.01
96749;s;1572.42
96749;s;1700
97786;s;
97786;s;1286
97530;s;
97530;s;
97530;s;1900
97530;s;1008
96501;s;
96501;s;3795
96501;s;
97289;s;1000
97440;s;
97440;s;
88956;s;
97588;s;2015
97588;s;
97818;s;1076
97818;s;900
97040;s;700
97154;s;
97154;s;954
96749;s;0.01
97145;s;800
97145;s;
97440;s;1409.62
97440;s;1500.24
97043;s;
97043;s;954
96732;s;0.01
96732;s;900
96732;s;1322.8
96732;s;500
89231;s;
89231;s;
89231;s;
89231;s;1000
97541;s;0.01
97541;s;1000
97989;s;0.01
97989;s;1
97989;s;250
89777;n;
89777;n;2412.74
89777;n;2333.54
96399;s;
96399;s;
96399;s;954
96399;s;
97989;s;250
96411;s;1200
96411;s;
97556;s;1200
97556;s;1300
97556;s;
97278;s;954
97278;s;400
97278;s;954
89562;s;954
96473;s;
96473;s;
96473;s;1800
96473;s;
97345;s;100
97345;s;340
97345;s;100
97345;s;
89562;s;
96851;s;800
97398;s;0.01
97398;s;570
97398;s;570
96532;s;200
96532;s;950
96532;s;200
97398;s;0.01
97055;s;
96601;s;1402.57
96844;s;
96844;s;
96844;s;2216.8
97889;s;954
97532;s;2238
97532;s;
96436;s;1200
96436;s;0.01
97279;s;1000
97137;s;450
97137;s;2362
97137;s;0.01
97055;s;180
97055;s;270
97552;s;2662.52
89045;s;
89045;s;570
89045;s;1500
97590;s;
97590;s;2140
97590;s;1968.19
97619;s;
97619;s;
97619;s;3000
97619;s;
89045;s;
97552;s;
97552;s;
97552;s;2157
97875;s;1260
97875;s;1063.22
97875;s;
96813;s;800
96813;s;0.01
96813;s;1200
96813;s;0.01
97441;s;
97441;s;
97441;s;
97441;s;1805
97081;s;1140
97081;s;
97454;s;
97454;s;
97454;s;
97454;s;
97344;s;710
97344;s;379.93
96936;s;1652.18
96936;s;
96936;s;
96936;s;
96936;s;2245.03
97498;s;1179
97570;s;2120
97570;s;
97570;s;
97570;s;
97131;s;
97131;s;1000
97131;s;
97131;s;
97131;s;
97704;s;3800
97704;s;
97704;s;
97704;s;
97462;s;1906.36
97462;s;
97434;s;
97434;s;1734.34
97434;s;
96540;s;1202.41
97498;s;
97498;s;
97498;s;2463.3
97498;s;
96567;s;237.5
96567;s;237.5
96567;s;237.5
96567;s;237.5
97317;s;0.01
97317;s;1150
97479;s;
97479;s;
97479;s;700
96686;s;1400
96686;s;
96686;s;
96334;s;0.01
96334;s;1075
96334;s;0.01
96334;s;477
96334;s;1800
97338;s;400
97338;s;
97595;s;
97595;s;1823.11
97595;s;
89981;s;
89981;s;3122.82
89981;s;
89981;s;954
97836;s;954
97836;s;954
97836;s;
97836;s;
97836;s;
96686;s;
97162;s;400
97595;s;1782
97291;s;
97291;s;1204.12
97291;s;
97291;s;
96135;s;1185
96135;s;
97677;s;
97677;s;1243.21
97677;s;
97677;s;674.75
97917;s;
97917;s;2121.16
96791;s;
96791;s;413
96791;s;
97521;s;954
97521;s;
97521;s;
97521;s;
96318;s;
96318;s;
97677;s;954
97723;s;450
97723;s;393.33
97477;s;1200
97477;s;
96317;s;
96317;s;1000
96317;s;
96317;s;2079.54
96627;s;
96627;s;
96947;s;900
96947;s;900
97228;s;1000
97228;s;800
97228;s;
97336;s;
97336;s;
97336;s;
97336;s;2500
96318;s;954
96318;s;
96627;s;
96627;s;2056.13
96627;s;
96521;n;
96521;n;2470
96617;s;
96617;s;
96617;s;1020
96617;s;
96544;s;
96544;s;4000
96544;s;
96544;s;
97527;s;1000
97527;s;0.01
97527;s;1500
97527;s;400
97600;s;1065.01
97600;s;
97600;s;
97494;s;
97494;s;954
97449;s;
97449;s;1339
97449;s;
88666;s;540
88666;s;
88666;s;
88956;s;1096
88107;s;
88956;s;
88956;s;
88771;s;
88771;s;
88771;s;1704.3
88123;s;
88123;s;1118.34
88123;s;1125.58
88123;s;974.48
88117;s;
88117;s;500
88117;s;413
88117;s;
96910;s;3022.36
96910;s;
96910;s;
88861;s;
88861;s;
88861;s;2546.1
88861;s;
97248;s;1748.42
97248;s;350
88534;s;1348
88534;s;
88534;s;2156.2
89638;s;
89638;s;600
89638;s;1034
89807;s;2077.55
89807;s;
90049;s;
90049;s;2323.47
90049;s;1295.11
88156;s;
88156;s;1109.32
88156;s;988.04
88537;s;
88537;s;1100
88537;s;400
88537;s;
90234;s;
90234;s;1500
90234;s;700
88015;s;
88015;s;
88015;s;
88015;s;800
88592;s;
88592;s;937
88499;s;
88499;s;3600
88499;s;
88499;s;
89612;s;1000
89612;s;1627.38
89612;s;0.01
89864;s;
89864;s;1750
89864;s;
89111;s;
89111;s;
89111;s;
89111;s;
89111;s;5303
88430;n;3470
88430;n;
88430;n;
88055;s;
88055;s;3000
88055;s;
88055;s;
88251;n;
88251;n;
88251;n;3132.98
88118;s;937
88118;s;400
88118;s;
89593;s;
89593;s;
89593;s;
89593;s;1296
90007;s;1695
90007;s;
90007;s;
90007;s;
88238;s;
88238;s;900
88062;n;2186.47
88062;n;3422.36
88062;n;
96059;s;1352
96059;s;1400
96059;s;
88729;s;318
88729;s;1134
88729;s;318
88807;s;400
88807;s;800
89732;s;700
89732;s;
89732;s;1979.93
88549;s;
88549;s;3800
89732;s;1875
88549;s;
88549;s;
89692;s;
89692;s;
89692;s;1060
89692;s;
90290;s;965
90290;s;
90290;s;
90290;s;
90290;s;
90290;s;
95848;s;
95848;s;
95848;s;
95848;s;
95848;s;1975
88627;s;
88627;s;3275.63
88627;s;
95860;s;
95860;s;
95860;s;2300
95860;s;
95822;s;
95822;s;
95822;s;
88723;s;1472.25
88723;s;
88723;s;
88723;s;1865.51
95997;s;
95997;s;937
95997;s;2200
95997;s;
95946;s;
95946;s;1014
95946;s;1140
95946;s;
95850;s;
95850;s;500
95850;s;300
95704;s;937
95704;s;
88107;s;2500
88107;s;2400
88107;s;
95538;s;
95538;s;2800
95538;s;
95538;s;
95538;s;
95696;s;
95696;s;955
95696;s;
95696;s;
95696;s;634
95696;s;
88605;s;1400
88605;s;980
88605;s;
95770;s;2490
95770;s;
95770;s;
95770;s;
95859;s;500
95859;s;500
90085;s;1023
90085;s;150
90085;s;100
88722;s;1446.67
88722;s;
88722;s;
95928;s;
95928;s;
95928;s;3700
95928;s;
96015;s;954
96015;s;
89590;s;
89590;s;
89590;s;1264.8
89590;s;
88088;s;937
88088;s;
88088;s;
88566;n;954
88566;n;
88566;n;
88566;n;
88566;n;1300
89376;s;
89376;s;
90059;s;
90059;s;1500
90059;s;1200
90059;s;
90059;s;954
89376;s;
89376;s;4700
88098;s;2916.6
88098;s;
88098;s;
89782;s;1100
88990;s;1500
88990;s;
95970;s;954
95970;s;
95970;s;954
95970;s;
95803;s;
95803;s;
95803;s;1000
90291;s;1674.37
90291;s;
90291;s;400
90291;s;937
87995;s;1590.05
87995;s;
87995;s;1139
88190;s;600
89996;s;
89996;s;
89996;s;954
88190;s;
88190;s;
88190;s;2400
89086;s;2293.7
89086;s;
89086;s;
89086;s;1031.81
89006;s;3495.56
89006;s;1303.48
89006;s;
89006;s;
90141;s;
90141;s;
90141;s;
90141;s;
90141;s;3126
90315;s;
90315;s;
90315;s;1011
95961;s;1100
95961;s;
95961;s;
95967;s;
95967;s;920
95999;s;
95999;s;
95999;s;
95999;s;950
96099;s;
96099;s;900
96099;s;
88871;s;
88871;s;1874
89269;s;
89269;s;
89269;s;1030
88757;s;0.01
88757;s;0.01
88757;s;2500
89515;s;0.01
89515;s;0.01
89515;s;937
90137;s;1715
90137;s;1100
90137;s;
90137;s;
95918;s;1800
95918;s;
95918;s;
95918;s;
95869;s;
95869;s;1746
89897;s;
89897;s;1000
89798;n;1036
89798;n;2811.02
89423;s;954
89423;s;1612.37
89423;s;
88414;s;0.01
88414;s;936
90025;s;
90025;s;
90025;s;1478
90300;s;
90300;s;1186.55
90300;s;1528.97
90300;s;
90010;s;
90010;s;
90010;s;1927.4
90010;s;
88777;s;
88777;s;
88777;s;210
88777;s;1300
88777;s;
89909;s;1096.71
89909;s;1023.25
89909;s;
89909;s;
89929;s;937
89929;s;
89929;s;
89929;s;1000
88282;s;
88282;s;570
88282;s;
89522;s;
89522;s;
89522;s;800
89639;s;2000
89639;s;937
89639;s;
89639;s;26
90094;n;
90094;n;
90094;n;1200
90094;n;
89385;s;1070
89385;s;
89385;s;1031
89385;s;1020
88352;s;0.01
88352;s;0.01
88352;s;0.01
88352;s;1184.93
88362;s;
88362;s;
88362;s;1701.07
88122;s;
88122;s;
88122;s;450
89447;s;
89447;s;
89447;s;200
89447;s;1212
95940;s;1900
95940;s;750
95940;s;750
96068;n;500
88598;s;
88598;s;200
88598;s;800
95800;s;
95800;s;954
95800;s;986.39
95800;s;954
89589;s;1800
89589;s;
96171;s;
96171;s;2490
96171;s;
95586;s;
95586;s;
95886;s;
95886;s;
95886;s;1183.7
95886;s;3675.28
95899;s;300
88867;s;937
88867;s;
88867;s;1204
89991;s;
89991;s;
89991;s;
89991;s;1700
90246;n;
90246;n;1345.59
90246;n;
90246;n;
90139;s;3200
90139;s;
90139;s;
90139;s;
90139;s;
89850;n;
89850;n;1200
89850;n;
89850;n;1000
88575;s;1671.9
88575;s;
88575;s;
88575;s;
88833;s;
88833;s;500
88833;s;
88833;s;800
96141;s;1300
96141;s;1300
96141;s;
96141;s;
88297;s;954
88297;s;
88297;s;
88869;s;300
88869;s;954
95609;s;
95609;s;
95609;s;2800
95609;s;
88451;s;
88451;s;954
88451;s;1719
88451;s;
95793;s;1065
95793;s;1065
89444;s;
89444;s;2223.69
89444;s;2032.94
89444;s;
95778;s;
89134;s;954
89134;s;140.55
89134;s;
89134;s;705.83
89134;s;954
89134;s;140.55
95778;s;1512.25
95778;s;954
95778;s;
95721;s;
95721;s;
95721;s;230
95721;s;1908
88179;s;954
88179;s;
88179;s;
88179;s;500
88227;s;
88227;s;
88227;s;400
88227;s;
88227;s;700
90095;s;
90095;s;
90095;s;1745.24
90095;s;
88189;s;
88189;s;700
88189;s;930
90212;s;937
90212;s;
90212;s;
88257;s;
88257;s;3052.08
88257;s;2046.66
88257;s;
89583;s;1431
89583;s;
89583;s;1431
88283;s;
88283;s;120
88283;s;
88283;s;250
95948;s;
95948;s;983
95948;s;
95948;s;1016
88314;s;1397
88314;s;
88314;s;863
88314;s;800
88235;s;
88235;s;
88235;s;898.66
88235;s;
95870;s;
95870;s;954
95870;s;
87996;s;982
87996;s;432
87996;s;
89036;s;
89036;s;
89036;s;
89036;s;1171.25
89036;s;937
89995;s;
89995;s;
89995;s;1500
89995;s;
89719;s;3272.43
89719;s;
89719;s;954
90274;n;321
90274;n;
90274;n;150
90274;n;
90274;n;
96006;n;
96006;n;
96006;n;1364.76
96006;n;
96006;n;1050
89633;n;
89633;n;
89633;n;1400
89633;n;1500
90047;n;1375
90047;n;
90047;n;
95933;s;
95789;n;
95789;n;
95789;n;600
88905;s;700
88905;s;700
88905;s;
95809;s;650
95809;s;
95809;s;
95809;s;5980.49
95865;n;
95865;n;937
95865;n;
95865;n;
96100;s;
96100;s;
96100;s;2000
96100;s;1500
88859;s;
88859;s;3000
88859;s;
88859;s;
88859;s;
96143;n;3000
96143;n;
96143;n;
88828;s;
88828;s;1000
88828;s;
96049;s;
96049;s;
96049;s;
96049;s;1500
89410;s;
89410;s;
89410;s;3000
95899;s;
95899;s;1000
95728;s;965
95899;s;
88754;n;4000
88754;n;
88754;n;
95481;n;937
95481;n;
88248;n;624
88248;n;624
88248;n;624
95712;s;450
95914;s;
88192;s;3033.05
88192;s;
88192;s;
88192;s;2640.86
95256;s;1090
89588;s;1454
89588;s;
89588;s;
89588;s;1050
89806;s;
89806;s;965
89806;s;1036
88281;s;2601.71
88281;s;
88281;s;
90091;s;1200
90091;s;
90091;s;
90091;s;1133.61
90273;s;
90273;s;937
90273;s;
90280;s;
90280;s;
90280;s;
90280;s;964
90280;s;
90243;s;0.01
90243;s;0.01
90243;s;0.01
90243;s;4797.49
89237;s;954
89237;s;
95894;s;1184
95894;s;
95894;s;2279.98
95894;s;954
95864;s;2000
95864;s;954
95864;s;
95864;s;
95864;s;
88203;n;2000
88203;n;1600
89518;n;937
89518;n;200
90136;n;
90136;n;500
90136;n;
90136;n;1100
88093;n;1268.28
88093;n;
88093;n;
88093;n;
89380;n;
89380;n;
89380;n;350
89380;n;1240
89792;n;
89792;n;2100
89792;n;1100
89792;n;1100
90084;n;1014
90084;n;
90277;n;3000
90277;n;
90060;n;
90060;n;2836.04
90060;n;954
88957;n;
88957;n;
88957;n;
88957;n;1086.4
90309;n;
90309;n;
90309;n;4534.27
90309;n;
89934;n;2161.91
89934;n;
89934;n;1224
89934;n;
88061;n;954
90222;n;1031.43
90222;n;1133
90222;n;
89105;s;
89105;s;2665
89105;s;2558.87
89105;s;
89105;s;
90023;n;
90023;n;954
88991;n;
88991;n;3000
88991;n;
88991;n;
89334;n;1169.38
89334;n;
89334;n;
90351;n;
90351;n;
90351;n;900
88201;s;
88201;s;
88201;s;1000
88201;s;3093.7
89304;n;
89304;n;
89304;n;
89304;n;1795
90308;n;954
90308;n;1635
90308;n;1577
88699;n;770
88699;n;
88699;n;511.2
88961;s;500
90000;s;
90000;s;2487.94
90000;s;
90000;s;
96237;s;300
96237;s;300
96237;s;300
89529;s;1710
89529;s;
89529;s;
89529;s;954
96237;s;300
96237;s;300
88797;n;1800
88797;n;
88797;n;
93218;s;1048
93218;s;
93218;s;
89336;s;
89336;s;400
89336;s;1568.55
89336;s;1700
89925;s;
89925;s;
89925;s;
89925;s;200
88198;n;450
88198;n;450
90284;n;
90284;n;
89905;s;
89905;s;1425
90284;n;2254.21
90284;n;
90284;n;
90284;n;940
90284;n;
88354;n;
88354;n;
88354;n;2322.56
88354;n;
88354;n;
88354;n;
88354;n;
88426;n;1000
88426;n;
88426;n;1898.43
88166;s;900
88166;s;
88166;s;
88166;s;954
88166;s;
89389;s;
89389;s;1200
89389;s;1200
89389;s;
89478;s;
89478;s;
89478;s;1586
89478;s;5000
89478;s;
90332;n;1400
90332;n;
90332;n;1000
90332;n;
89956;s;954
89956;s;
89956;s;
89397;s;2000
89397;s;
89397;s;
88404;s;
88404;s;1900.9
88882;s;
95728;s;
96243;s;
96243;s;937
96243;s;1445
89430;s;
89430;s;
89430;s;
89430;s;
89430;s;2163
88980;s;865.91
88980;s;
88980;s;4748
88980;s;
88980;s;
90250;n;
90250;n;
90250;n;
90250;n;
96244;s;
96244;s;
96244;s;1800
88096;s;1277.28
88096;s;
88096;s;
88689;s;
88689;s;
88689;s;1200
88689;s;
90193;s;1530
90193;s;
90193;s;
90193;s;
90193;s;
89202;n;
89202;n;6158.8
89202;n;
89202;n;
89521;s;750.71
89521;s;1181.69
89521;s;400
89521;s;2288.49
90051;s;1200
90051;s;
90051;s;1028
88205;s;
88205;s;
88205;s;1000
88205;s;
88205;s;
95949;n;954
95949;n;
95949;n;
96007;n;
96007;n;
96007;n;954
90004;s;3060
90004;s;
90004;s;
90036;s;958.5
90036;s;
90036;s;1155.06
89062;s;1400
89062;s;1110.84
89062;s;0.11
89062;s;0.01
89062;s;0.01
90232;s;1666
90232;s;
90232;s;
90232;s;
88532;s;
88532;s;
88532;s;
88532;s;
88532;s;954
88532;s;1726.64
89901;s;1535.12
89901;s;
90111;s;
90111;s;3205.61
90111;s;
90320;s;930
90320;s;
90320;s;
89029;s;954
89029;s;
89029;s;
88639;s;1922.33
88639;s;
88639;s;
89042;n;
89042;n;
89042;n;5111.41
89042;n;
96245;s;1070
96245;s;
96245;s;
96245;s;
96245;s;
89414;s;1364.23
89414;s;
90128;s;1295.97
90128;s;
90128;s;
90128;s;
90158;s;
90158;s;
90158;s;
90158;s;1094.49
90158;s;
89743;s;
89743;s;2087.51
89743;s;
89743;s;
89531;s;1277.97
89531;s;405
89531;s;618.5
88680;s;0.01
88680;s;600
88680;s;0.01
88680;s;1400
90042;s;420.83
90042;s;420.83
90042;s;
90042;s;
95984;n;954
95984;n;
95984;n;1431
95984;n;
95984;n;
89534;s;1215
89534;s;937
89534;s;
89393;s;
89393;s;1350
89393;s;
89393;s;
89056;s;973
89056;s;
89056;s;
89711;s;
89711;s;835
89711;s;835
90241;n;
90241;n;2000
90241;n;
90241;n;
90098;n;
90098;n;
90098;n;2300
90098;n;
90098;n;2300
89848;s;937
89848;s;
89848;s;1350.91
89848;s;1065
89783;n;2500
89783;n;
89783;n;
89783;n;1200
89592;s;1065
89592;s;1500
89592;s;0.01
89761;s;
89761;s;
89761;s;1091.91
89761;s;
89761;s;3809
89896;s;1200
89896;s;0.01
89896;s;0.01
88210;s;
88210;s;
88210;s;937
88210;s;
89896;s;300
89647;s;0.01
89647;s;3713
89647;s;0.01
89647;s;300
89647;s;300
89647;s;3038.74
88419;n;1200
88419;n;
88419;n;1500
90238;n;
90238;n;1814.33
90238;n;
90238;n;
94025;s;
94025;s;900
94025;s;
90231;s;
90231;s;
90231;s;1386
89116;n;
90011;s;
90011;s;954
89579;n;
89579;n;
89579;n;
89579;n;4089.01
89748;n;2305
89748;n;
89748;n;
88053;s;937
88053;s;
88053;s;937
88882;s;
88882;s;
89479;n;
88882;s;935
88882;s;935
88887;s;
88887;s;
88887;s;
88887;s;935
88887;s;935
90167;s;4447.8
89804;s;650
90167;s;1065.5
90167;s;
90167;s;
89504;s;
89504;s;
89504;s;
89504;s;
89504;s;1100
89947;s;
89947;s;
89947;s;
89947;s;
89947;s;3400
89947;s;
89548;s;0.01
89548;s;954
89548;s;0.01
89077;s;963
89077;s;1036
89077;s;1736.7
89077;s;
88025;s;500
88025;s;3004.56
88025;s;1450
88025;s;
88025;s;
88385;s;2000
88385;s;
88385;s;
88385;s;
88502;n;
88502;n;1500
88502;n;
88502;n;
89781;n;
89781;n;2300
89781;n;
89781;n;1500
89795;n;500
89795;n;
89795;n;950
95880;n;411
95880;n;
95880;n;
88244;s;2200
88244;s;0.01
88244;s;1300
88244;s;710
89083;s;
89083;s;
89083;s;4430.36
89083;s;960
89083;s;830
89762;s;462.5
89762;s;937
89762;s;462.5
89762;s;
88752;s;0.01
88752;s;0.01
88752;s;1500
88752;s;0.01
89324;s;2610.63
89324;s;0.01
89324;s;0.01
89324;s;0.01
88042;s;2251.65
88042;s;
88042;s;
88042;s;
90371;n;
90371;n;
90371;n;
90371;n;3500
88558;s;
88558;s;
88558;s;350
88558;s;570
89723;s;
89723;s;950
89723;s;
89723;s;
89631;n;100
89631;n;900
89631;n;1255.21
88386;s;
88386;s;954
88386;s;954
88796;s;1155
88796;s;
88796;s;
89920;s;937
89920;s;937
89920;s;0.01
89920;s;937
94388;s;1481
94388;s;
94388;s;
94388;s;
94388;s;
89868;s;1051.34
89868;s;
89868;s;
96039;s;
96039;s;1610
96039;s;937
89453;s;
89453;s;
89453;s;1893.18
88839;n;
88839;n;
88839;n;
88839;n;
88839;n;2508.67
88747;s;1133
88747;s;
88747;s;
88747;s;
90376;n;
90376;n;400
88550;n;
88550;n;
88550;n;3006
88550;n;
96080;s;
96080;s;1908
96080;s;
88983;s;
88983;s;400
96174;s;
96174;s;
96174;s;2100
88616;s;
88616;s;1992.15
90275;s;
90275;s;850
90275;s;
95988;s;
95988;s;800
88075;n;
88075;n;2224.7
88075;n;3433.26
88075;n;477
90028;n;
90028;n;1800
90028;n;1800
95937;n;
95937;n;
95937;n;
88057;n;
88057;n;
88057;n;5708
88057;n;1747
88057;n;
89941;s;
89941;s;1500
89941;s;
89941;s;2360
96018;n;4500
96018;n;
96018;n;
96018;n;
88272;s;
88272;s;
88272;s;
88272;s;5082.03
96016;s;
96016;s;1425
96016;s;
90221;n;
90221;n;
90221;n;6000
90221;n;
90221;n;
89039;s;
89039;s;
87997;s;0.01
87997;s;700
89039;s;967
89039;s;
95551;s;200
95551;s;200
95551;s;1000
88635;n;2500
88635;n;
88635;n;
90101;n;5246.65
90101;n;2000
90101;n;
90101;n;
88993;s;
88993;s;
88993;s;1433.04
88932;n;1037
88932;n;2170
88932;n;
95866;s;
89575;s;
89575;s;1641.2
95911;s;1123.5
89479;n;
89479;n;
89479;n;2400
95872;s;
95872;s;
95872;s;
89061;s;1200
89061;s;
89061;s;
89061;s;
88306;n;3500
88306;n;
88306;n;
88006;n;600
88006;n;2000
88006;n;
88006;n;2500
88006;n;
88006;n;
95921;n;
95921;n;954
95921;n;
96012;s;950
90074;s;1034.35
88481;n;2140
88481;n;
88481;n;937
88481;n;
89188;n;1800
89188;n;
89188;n;
95605;n;
90214;s;500
89908;n;2932.56
89908;n;
95605;n;1519.16
95605;n;
95605;n;
95605;n;
90219;n;280
90219;n;937
88798;n;4091.39
88798;n;950
88798;n;
88798;n;
88798;n;
89235;n;
89235;n;1400
89235;n;
89235;n;
96241;n;
96241;n;
96241;n;
96052;s;900
96052;s;
96052;s;
89317;n;1197.54
89317;n;880
89317;n;
89317;n;
96017;n;1056
96017;n;
96017;n;
89003;n;937
89003;n;400
89769;n;
89769;n;
89769;n;
89769;n;1061
89769;n;
88436;n;
88436;n;
88436;n;2000
88436;n;1200
88436;n;
89659;s;550
89659;s;
89659;s;1720.29
89659;s;
89659;s;
89659;s;
96159;s;
96159;s;1766.44
96159;s;
88977;s;
88977;s;954
88977;s;954
88977;s;1021
95685;s;954
95685;s;
95685;s;
95685;s;
89163;n;
89163;n;4000
89163;n;
89859;s;1027.93
89859;s;1146.22
89859;s;1361.45
89859;s;
88328;n;
88328;n;
88328;n;4173.52
95875;s;500
95875;s;
96002;s;954
96002;s;
96002;s;954
88356;s;
88356;s;
88356;s;1200
88356;s;
90132;s;
90132;s;
90132;s;
90132;s;300
89832;s;5753.49
89832;s;
89832;s;0.01
89832;s;
89832;s;
96037;s;1065
96037;s;
96037;s;
96037;s;
96037;s;
90262;s;937
90262;s;
90262;s;
89151;n;1363.18
89151;n;
89151;n;7100.21
88009;s;120
88009;s;1100
88009;s;
90150;s;1750.41
90150;s;
90150;s;
90150;s;
88040;s;
88040;s;
88040;s;954
88040;s;
88429;s;1200
88429;s;
88429;s;
95854;s;
95854;s;1471
95854;s;1279.56
95854;s;
90210;n;500
90210;n;1300
89168;s;1050
89168;s;980
88823;s;1196
88823;s;
88823;s;
88561;s;2278.22
88561;s;
88561;s;
88561;s;1100
89581;s;1331.31
89581;s;
89581;s;
89581;s;1859.77
89581;s;
95942;s;1113
95942;s;
95942;s;
88740;s;501.25
88740;s;
88740;s;501.25
89226;s;
89226;s;
89226;s;1506
89226;s;1036
91576;s;1850
91576;s;400
88299;s;1418
88299;s;
88299;s;
88270;s;2538.7
88270;s;1431
88270;s;0.01
88709;s;
88709;s;
88709;s;
88709;s;500
88709;s;
89957;s;
89957;s;
88313;s;0.01
88313;s;0.01
88313;s;1200
89767;s;
89853;s;1129
89767;s;2570
90116;s;1500
90116;s;
90116;s;
89683;s;
89683;s;
89683;s;3342.32
89683;s;
88336;s;
88336;s;1191.05
89028;s;997
89028;s;
89028;s;
96550;s;2609.89
96550;s;
96550;s;1039.73
96515;s;
96515;s;
96515;s;
96515;s;4846
97260;s;
97260;s;
97260;s;715.5
97260;s;715.5
97281;s;392
97281;s;2082.04
96821;s;
96821;s;
96821;s;
96821;s;954
96821;s;954
89092;s;
89092;s;500
89092;s;
89092;s;1500
89291;s;
89291;s;954
89291;s;
96492;s;
96492;s;954
96492;s;800
93023;s;0.01
93023;s;0.01
93023;s;938
97265;s;1045
97265;s;
97265;s;2056.28
97265;s;
96506;s;
96506;s;
96506;s;
96506;s;1235
96909;s;2040
96909;s;0.01
96909;s;1193
96559;s;896
97092;s;
97092;s;
97092;s;1600
97519;s;2828.92
97519;s;160
97519;s;
97519;s;1747.4
96362;s;2013
96801;s;
96801;s;
96801;s;2953.79
96324;s;1093.61
96324;s;0.01
89215;s;
89215;s;500
90319;s;1499.2
90319;s;572.5
90319;s;572.5
96570;s;1350.13
96570;s;
89799;s;916.18
89799;s;
89799;s;
88556;s;
88556;s;
88556;s;
88556;s;
88556;s;
88556;s;
88556;s;
95858;s;
95858;s;
95858;s;
95858;s;1000
89661;s;2000
89661;s;1166.66
89661;s;
89977;s;
89977;s;
89508;s;1030
89508;s;400
88335;s;
88335;s;2349
88335;s;350
88335;s;
89254;s;
89254;s;
89254;s;
89254;s;5442
95295;s;1342.15
95295;s;937
89965;s;
89965;s;
89965;s;
89965;s;3323.41
97078;s;
97078;s;1056.89
96115;s;2192.68
96115;s;
96115;s;
96115;s;
96115;s;
90306;s;2000
90306;s;1500
90306;s;
90306;s;
97367;s;
97367;s;1000
97367;s;1000
96508;s;
96508;s;1161
96508;s;
97030;s;3765.26
97030;s;
97030;s;
97030;s;
97728;s;1550
97728;s;900
96775;s;2200
96775;s;
96775;s;
97155;s;1144.76
97155;s;
97155;s;1003.56
97155;s;
96374;s;1508.02
96374;s;
96374;s;1468.66
96374;s;
96374;s;
96991;n;600
97161;s;
97161;s;857
97161;s;
97411;s;
97411;s;130
97411;s;130
97411;s;130
97214;s;954
97214;s;150
97214;s;150
97006;s;570
97006;s;0.01
97006;s;2522.94
97006;s;0.01
97767;s;1065
97767;s;629.48
97767;s;
96605;s;1800
96605;s;
96605;s;978
97445;n;954
97445;n;954
97445;n;
97110;s;2000
97110;s;
97110;s;
97110;s;1000
96446;s;1078.26
96446;s;
96446;s;2663.94
96520;s;1200
96520;s;
96520;s;
96520;s;979.8
96520;s;
97672;n;2021.72
97672;n;
97672;n;
96644;s;
96644;s;
96644;s;700
96632;s;
96632;s;1447.06
96632;s;500
96632;s;1921.91
96418;s;
96418;s;400
96418;s;
96418;s;
96418;s;
